Area,Year,Age,ISOCode,Population
Guadeloupe,1985,0--19,312,150.1
Guadeloupe,1990,0--19,312,146.3
Guadeloupe,1995,0--19,312,141.3
Guadeloupe,2000,0--19,312,135.5
Guadeloupe,2005,0--19,312,138.3
Guadeloupe,2010,0--19,312,132.3
Guadeloupe,2015,0--19,312,121.8
Guam,1970,0--19,316,40.4
Guam,1975,0--19,316,43.4
Guam,1980,0--19,316,46.5
Guam,1985,0--19,316,48.6
Guam,1990,0--19,316,50.8
Guam,1995,0--19,316,56.7
Guam,2000,0--19,316,59.8
Guam,2005,0--19,316,60.2
Guam,2010,0--19,316,58
Guam,2015,0--19,316,55.3
Guatemala,1970,0--19,320,3161.2
Guatemala,1975,0--19,320,3582.1
Guatemala,1980,0--19,320,4105.2
Guatemala,1985,0--19,320,4679.2
Guatemala,1990,0--19,320,5239
Guatemala,1995,0--19,320,5843.5
Guatemala,2000,0--19,320,6430
Guatemala,2005,0--19,320,6977.8
Guatemala,2010,0--19,320,7422.6
Guatemala,2015,0--19,320,7715.5
Guinea,1970,0--19,324,2180.6
Guinea,1975,0--19,324,2247.4
Guinea,1980,0--19,324,2337.3
Guinea,1985,0--19,324,2673.7
Guinea,1990,0--19,324,3233
Guinea,1995,0--19,324,4265.7
Guinea,2000,0--19,324,4803.8
Guinea,2005,0--19,324,5279.4
Guinea,2010,0--19,324,5870.5
Guinea,2015,0--19,324,6447.9
Guinea-Bissau,1970,0--19,624,361.1
Guinea-Bissau,1975,0--19,624,393.9
Guinea-Bissau,1980,0--19,624,429.7
Guinea-Bissau,1985,0--19,624,498.7
Guinea-Bissau,1990,0--19,624,570
Guinea-Bissau,1995,0--19,624,639.6
Guinea-Bissau,2000,0--19,624,705.5
Guinea-Bissau,2005,0--19,624,761.8
Guinea-Bissau,2010,0--19,624,835.6
Guinea-Bissau,2015,0--19,624,924.5
Guyana,1970,0--19,328,410.1
Guyana,1975,0--19,328,418.9
Guyana,1980,0--19,328,425.6
Guyana,1985,0--19,328,393
Guyana,1990,0--19,328,350.1
Guyana,1995,0--19,328,355.2
Guyana,2000,0--19,328,339.8
Guyana,2005,0--19,328,343.5
Guyana,2010,0--19,328,327.1
Guyana,2015,0--19,328,313.3
Haiti,1970,0--19,332,2453.2
Haiti,1975,0--19,332,2666.1
Haiti,1980,0--19,332,2950.5
Haiti,1985,0--19,332,3349.8
Haiti,1990,0--19,332,3752.2
Haiti,1995,0--19,332,4147.4
Haiti,2000,0--19,332,4447.4
Haiti,2005,0--19,332,4573.4
Haiti,2010,0--19,332,4673.9
Haiti,2015,0--19,332,4733.5
Honduras,1970,0--19,340,1580.2
Honduras,1975,0--19,340,1834.5
Honduras,1980,0--19,340,2143.5
Honduras,1985,0--19,340,2474.5
Honduras,1990,0--19,340,2803.3
Honduras,1995,0--19,340,3153.3
Honduras,2000,0--19,340,3465.9
Honduras,2005,0--19,340,3720.2
Honduras,2010,0--19,340,3861.8
Honduras,2015,0--19,340,3933.5
Hong Kong Special Administrative Region of China,1970,0--19,344,1848.1
Hong Kong Special Administrative Region of China,1975,0--19,344,1851.1
Hong Kong Special Administrative Region of China,1980,0--19,344,1849.5
Hong Kong Special Administrative Region of China,1985,0--19,344,1707.6
Hong Kong Special Administrative Region of China,1990,0--19,344,1637.4
Hong Kong Special Administrative Region of China,1995,0--19,344,1566
Hong Kong Special Administrative Region of China,2000,0--19,344,1583.7
Hong Kong Special Administrative Region of China,2005,0--19,344,1422.4
Hong Kong Special Administrative Region of China,2010,0--19,344,1265.2
Hong Kong Special Administrative Region of China,2015,0--19,344,1169
Hungary,1970,0--19,348,3087.8
Hungary,1975,0--19,348,2929.9
Hungary,1980,0--19,348,3002.3
Hungary,1985,0--19,348,2987.9
Hungary,1990,0--19,348,2892.1
Hungary,1995,0--19,348,2732.1
Hungary,2000,0--19,348,2386
Hungary,2005,0--19,348,2197.2
Hungary,2010,0--19,348,2076.4
Hungary,2015,0--19,348,1925.9
Iceland,1970,0--19,352,86.8
Iceland,1975,0--19,352,88
Iceland,1980,0--19,352,85.4
Iceland,1985,0--19,352,84.3
Iceland,1990,0--19,352,84.8
Iceland,1995,0--19,352,86.3
Iceland,2000,0--19,352,86.5
Iceland,2005,0--19,352,87.2
Iceland,2010,0--19,352,90.1
Iceland,2015,0--19,352,89
India,1970,0--19,356,284062.5
India,1975,0--19,356,313795.4
India,1980,0--19,356,345687.1
India,1985,0--19,356,382050.5
India,1990,0--19,356,417927.6
India,1995,0--19,356,448749.5
India,2000,0--19,356,474540.9
India,2005,0--19,356,490884.2
India,2010,0--19,356,499671.9
India,2015,0--19,356,498478.1
Indonesia,1970,0--19,360,60538.5
Indonesia,1975,0--19,360,69465.3
Indonesia,1980,0--19,360,76701.1
Indonesia,1985,0--19,360,82699.5
Indonesia,1990,0--19,360,86028.8
Indonesia,1995,0--19,360,87524.1
Indonesia,2000,0--19,360,87165.7
Indonesia,2005,0--19,360,90267.7
Indonesia,2010,0--19,360,91542.4
Indonesia,2015,0--19,360,94420.6
Iran (Islamic Republic of),1970,0--19,364,15653.6
Iran (Islamic Republic of),1975,0--19,364,17747.3
Iran (Islamic Republic of),1980,0--19,364,20930.6
Iran (Islamic Republic of),1985,0--19,364,26259
Iran (Islamic Republic of),1990,0--19,364,31287.9
Iran (Islamic Republic of),1995,0--19,364,32337.5
Iran (Islamic Republic of),2000,0--19,364,31888
Iran (Islamic Republic of),2005,0--19,364,27645.7
Iran (Islamic Republic of),2010,0--19,364,24629.5
Iran (Islamic Republic of),2015,0--19,364,24245.2
Iraq,1970,0--19,368,5510.9
Iraq,1975,0--19,368,6510.8
Iraq,1980,0--19,368,7770.7
Iraq,1985,0--19,368,8991.3
Iraq,1990,0--19,368,10045.5
Iraq,1995,0--19,368,11290.8
Iraq,2000,0--19,368,12740.7
Iraq,2005,0--19,368,14285.8
Iraq,2010,0--19,368,16083.9
Iraq,2015,0--19,368,18489.1
Ireland,1970,0--19,372,1187.4
Ireland,1975,0--19,372,1275.4
Ireland,1980,0--19,372,1374.2
Ireland,1985,0--19,372,1383.5
Ireland,1990,0--19,372,1333
Ireland,1995,0--19,372,1242.4
Ireland,2000,0--19,372,1171.1
Ireland,2005,0--19,372,1149.6
Ireland,2010,0--19,372,1233.6
Ireland,2015,0--19,372,1291.7
Israel,1970,0--19,376,1244.5
Israel,1975,0--19,376,1402.1
Israel,1980,0--19,376,1562.3
Israel,1985,0--19,376,1693.3
Israel,1990,0--19,376,1836.2
Israel,1995,0--19,376,2042
Israel,2000,0--19,376,2217
Israel,2005,0--19,376,2375.4
Israel,2010,0--19,376,2589.5
Israel,2015,0--19,376,2870.8
Italy,1970,0--19,380,17121
Italy,1975,0--19,380,17466.9
Italy,1980,0--19,380,16967.7
Italy,1985,0--19,380,15496.3
Italy,1990,0--19,380,13719.6
Italy,1995,0--19,380,12159.8
Italy,2000,0--19,380,11274.6
Italy,2005,0--19,380,11199.2
Italy,2010,0--19,380,11244.7
Italy,2015,0--19,380,10956.5
Jamaica,1970,0--19,388,1031.4
Jamaica,1975,0--19,388,1137.1
Jamaica,1980,0--19,388,1108.2
Jamaica,1985,0--19,388,1142.4
Jamaica,1990,0--19,388,1102.2
Jamaica,1995,0--19,388,1094.8
Jamaica,2000,0--19,388,1104
Jamaica,2005,0--19,388,1089.4
Jamaica,2010,0--19,388,1038
Jamaica,2015,0--19,388,950.5
Japan,1970,0--19,392,34481.2
Japan,1975,0--19,392,35325.4
Japan,1980,0--19,392,35987.5
Japan,1985,0--19,392,35266.3
Japan,1990,0--19,392,32999.2
Japan,1995,0--19,392,29061.5
Japan,2000,0--19,392,26335.2
Japan,2005,0--19,392,24330.5
Japan,2010,0--19,392,23223.3
Japan,2015,0--19,392,22608.3
Jordan,1970,0--19,400,947
Jordan,1975,0--19,400,1167.2
Jordan,1980,0--19,400,1418.3
Jordan,1985,0--19,400,1683.5
Jordan,1990,0--19,400,2041.5
Jordan,1995,0--19,400,2355.1
Jordan,2000,0--19,400,2572.5
Jordan,2005,0--19,400,2727.6
Jordan,2010,0--19,400,3315.9
Jordan,2015,0--19,400,4221.9
Kazakhstan,1970,0--19,398,6215.3
Kazakhstan,1975,0--19,398,6468.7
Kazakhstan,1980,0--19,398,6404.2
Kazakhstan,1985,0--19,398,6473.5
Kazakhstan,1990,0--19,398,6640.3
Kazakhstan,1995,0--19,398,6193.9
Kazakhstan,2000,0--19,398,5568.9
Kazakhstan,2005,0--19,398,5409.8
Kazakhstan,2010,0--19,398,5429.8
Kazakhstan,2015,0--19,398,5882.1
Kenya,1970,0--19,404,6697.5
Kenya,1975,0--19,404,8120.8
Kenya,1980,0--19,404,9855.8
Kenya,1985,0--19,404,11915.3
Kenya,1990,0--19,404,14059.8
Kenya,1995,0--19,404,15929.6
Kenya,2000,0--19,404,17944.7
Kenya,2005,0--19,404,20017.1
Kenya,2010,0--19,404,22169.2
Kenya,2015,0--19,404,24699.1
Kiribati,1970,0--19,296,28.6
Kiribati,1975,0--19,296,29.4
Kiribati,1980,0--19,296,30.6
Kiribati,1985,0--19,296,32.7
Kiribati,1990,0--19,296,35.6
Kiribati,1995,0--19,296,39.4
Kiribati,2000,0--19,296,42.7
Kiribati,2005,0--19,296,44.9
Kiribati,2010,0--19,296,47.9
Kiribati,2015,0--19,296,51.2
Kuwait,1970,0--19,414,384.5
Kuwait,1975,0--19,414,559.6
Kuwait,1980,0--19,414,670.5
Kuwait,1985,0--19,414,802.1
Kuwait,1990,0--19,414,944.1
Kuwait,1995,0--19,414,602
Kuwait,2000,0--19,414,727.1
Kuwait,2005,0--19,414,749.9
Kuwait,2010,0--19,414,908.7
Kuwait,2015,0--19,414,1040.3
Kyrgyzstan,1970,0--19,417,1520.2
Kyrgyzstan,1975,0--19,417,1680.7
Kyrgyzstan,1980,0--19,417,1742.9
Kyrgyzstan,1985,0--19,417,1849
Kyrgyzstan,1990,0--19,417,2066.7
Kyrgyzstan,1995,0--19,417,2166.8
Kyrgyzstan,2000,0--19,417,2242.5
Kyrgyzstan,2005,0--19,417,2161.1
Kyrgyzstan,2010,0--19,417,2226
Kyrgyzstan,2015,0--19,417,2336.9
Lao People's Democratic Republic,1970,0--19,418,1417.8
Lao People's Democratic Republic,1975,0--19,418,1611
Lao People's Democratic Republic,1980,0--19,418,1787.7
Lao People's Democratic Republic,1985,0--19,418,2034.6
Lao People's Democratic Republic,1990,0--19,418,2346.2
Lao People's Democratic Republic,1995,0--19,418,2672.7
Lao People's Democratic Republic,2000,0--19,418,2893.4
Lao People's Democratic Republic,2005,0--19,418,3003.4
Lao People's Democratic Republic,2010,0--19,418,3031.1
Lao People's Democratic Republic,2015,0--19,418,2961
Latvia,1970,0--19,428,680.1
Latvia,1975,0--19,428,704.6
Latvia,1980,0--19,428,696.6
Latvia,1985,0--19,428,719
Latvia,1990,0--19,428,756.1
Latvia,1995,0--19,428,684.1
Latvia,2000,0--19,428,603.2
Latvia,2005,0--19,428,501.7
Latvia,2010,0--19,428,426.6
Latvia,2015,0--19,428,388.7
Lebanon,1970,0--19,422,1215
Lebanon,1975,0--19,422,1316.2
Lebanon,1980,0--19,422,1306.3
Lebanon,1985,0--19,422,1260.4
Lebanon,1990,0--19,422,1197.5
Lebanon,1995,0--19,422,1260.1
Lebanon,2000,0--19,422,1239.6
Lebanon,2005,0--19,422,1514.7
Lebanon,2010,0--19,422,1472.7
Lebanon,2015,0--19,422,1961.4
Lesotho,1970,0--19,426,566.1
Lesotho,1975,0--19,426,636.9
Lesotho,1980,0--19,426,724.4
Lesotho,1985,0--19,426,817.8
Lesotho,1990,0--19,426,884.2
Lesotho,1995,0--19,426,943.4
Lesotho,2000,0--19,426,989.9
Lesotho,2005,0--19,426,999.8
Lesotho,2010,0--19,426,1003.7
Lesotho,2015,0--19,426,1025.5
Liberia,1970,0--19,430,757.6
Liberia,1975,0--19,430,883.7
Liberia,1980,0--19,430,1039.3
Liberia,1985,0--19,430,1218.3
Liberia,1990,0--19,430,1165.1
Liberia,1995,0--19,430,1137.7
Liberia,2000,0--19,430,1562.6
Liberia,2005,0--19,430,1755.9
Liberia,2010,0--19,430,2110.6
Liberia,2015,0--19,430,2382.9
Libyan Arab Jamahiriya,1970,0--19,434,1182.2
Libyan Arab Jamahiriya,1975,0--19,434,1509.7
Libyan Arab Jamahiriya,1980,0--19,434,1855.5
Libyan Arab Jamahiriya,1985,0--19,434,2161.9
Libyan Arab Jamahiriya,1990,0--19,434,2374.4
Libyan Arab Jamahiriya,1995,0--19,434,2450.6
Libyan Arab Jamahiriya,2000,0--19,434,2428.8
Libyan Arab Jamahiriya,2005,0--19,434,2384.3
Libyan Arab Jamahiriya,2010,0--19,434,2351.6
Libyan Arab Jamahiriya,2015,0--19,434,2319.8
Lithuania,1970,0--19,440,1087.6
Lithuania,1975,0--19,440,1112.8
Lithuania,1980,0--19,440,1092.2
Lithuania,1985,0--19,440,1086.6
Lithuania,1990,0--19,440,1109.9
Lithuania,1995,0--19,440,1043.5
Lithuania,2000,0--19,440,966.9
Lithuania,2005,0--19,440,818.7
Lithuania,2010,0--19,440,687.7
Lithuania,2015,0--19,440,597.5
Luxembourg,1970,0--19,442,99.6
Luxembourg,1975,0--19,442,99.8
Luxembourg,1980,0--19,442,96.3
Luxembourg,1985,0--19,442,89
Luxembourg,1990,0--19,442,88.5
Luxembourg,1995,0--19,442,97.5
Luxembourg,2000,0--19,442,106.8
Luxembourg,2005,0--19,442,112
Luxembourg,2010,0--19,442,119.8
Luxembourg,2015,0--19,442,126.8
Macao Special Administrative Region of China,1970,0--19,446,128.7
Macao Special Administrative Region of China,1975,0--19,446,102.9
Macao Special Administrative Region of China,1980,0--19,446,83.5
Macao Special Administrative Region of China,1985,0--19,446,93.5
Macao Special Administrative Region of China,1990,0--19,446,112.4
Macao Special Administrative Region of China,1995,0--19,446,123.1
Macao Special Administrative Region of China,2000,0--19,446,131.8
Macao Special Administrative Region of China,2005,0--19,446,118.8
Macao Special Administrative Region of China,2010,0--19,446,106.8
Macao Special Administrative Region of China,2015,0--19,446,106
Madagascar,1970,0--19,450,3660.8
Madagascar,1975,0--19,450,4251.3
Madagascar,1980,0--19,450,4934.2
Madagascar,1985,0--19,450,5690.7
Madagascar,1990,0--19,450,6545.3
Madagascar,1995,0--19,450,7548.5
Madagascar,2000,0--19,450,8669
Madagascar,2005,0--19,450,10130.8
Madagascar,2010,0--19,450,11509.7
Madagascar,2015,0--19,450,12795.8
Malawi,1970,0--19,454,2561.6
Malawi,1975,0--19,454,3003.2
Malawi,1980,0--19,454,3547.1
Malawi,1985,0--19,454,4185.4
Malawi,1990,0--19,454,5308
Malawi,1995,0--19,454,5629.3
Malawi,2000,0--19,454,6539.4
Malawi,2005,0--19,454,7548.6
Malawi,2010,0--19,454,8673.2
Malawi,2015,0--19,454,9828.9
Malaysia,1970,0--19,458,5977.5
Malaysia,1975,0--19,458,6481.4
Malaysia,1980,0--19,458,7108.9
Malaysia,1985,0--19,458,7678.6
Malaysia,1990,0--19,458,8511.4
Malaysia,1995,0--19,458,9331.8
Malaysia,2000,0--19,458,10052.4
Malaysia,2005,0--19,458,10383.9
Malaysia,2010,0--19,458,10665.7
Malaysia,2015,0--19,458,10568
Maldives,1970,0--19,462,62.7
Maldives,1975,0--19,462,76.2
Maldives,1980,0--19,462,89
Maldives,1985,0--19,462,107.8
Maldives,1990,0--19,462,128.9
Maldives,1995,0--19,462,144.5
Maldives,2000,0--19,462,149.9
Maldives,2005,0--19,462,141.5
Maldives,2010,0--19,462,133.4
Maldives,2015,0--19,462,129.2
Mali,1970,0--19,466,3123.8
Mali,1975,0--19,466,3438.1
Mali,1980,0--19,466,3840.8
Mali,1985,0--19,466,4344.5
Mali,1990,0--19,466,4868.6
Mali,1995,0--19,466,5550.3
Mali,2000,0--19,466,6328.6
Mali,2005,0--19,466,7373.3
Mali,2010,0--19,466,8752.7
Mali,2015,0--19,466,10212.5
Malta,1970,0--19,470,123.5
Malta,1975,0--19,470,115
Malta,1980,0--19,470,108.8
Malta,1985,0--19,470,108
Malta,1990,0--19,470,110.8
Malta,1995,0--19,470,112.5
Malta,2000,0--19,470,107
Malta,2005,0--19,470,100.4
Malta,2010,0--19,470,90.4
Malta,2015,0--19,470,85.7
Martinique,1970,0--19,474,168.6
Martinique,1975,0--19,474,172.1
Martinique,1980,0--19,474,141
Martinique,1985,0--19,474,131.7
Martinique,1990,0--19,474,123.9
Martinique,1995,0--19,474,119
Martinique,2000,0--19,474,113.3
Martinique,2005,0--19,474,115.9
Martinique,2010,0--19,474,105.2
Martinique,2015,0--19,474,94.5
Mauritania,1970,0--19,478,644.7
Mauritania,1975,0--19,478,750.5
Mauritania,1980,0--19,478,861.7
Mauritania,1985,0--19,478,987.4
Mauritania,1990,0--19,478,1128.6
Mauritania,1995,0--19,478,1283.7
Mauritania,2000,0--19,478,1461.9
Mauritania,2005,0--19,478,1652.7
Mauritania,2010,0--19,478,1865.5
Mauritania,2015,0--19,478,2113.6
Mauritius,1970,0--19,480,453.4
Mauritius,1975,0--19,480,457.1
Mauritius,1980,0--19,480,453.8
Mauritius,1985,0--19,480,443
Mauritius,1990,0--19,480,417.6
Mauritius,1995,0--19,480,415.1
Mauritius,2000,0--19,480,407.4
Mauritius,2005,0--19,480,398.2
Mauritius,2010,0--19,480,378.8
Mauritius,2015,0--19,480,338.9
Mayotte,1970,0--19,175,20.9
Mayotte,1975,0--19,175,26.6
Mayotte,1980,0--19,175,32.8
Mayotte,1985,0--19,175,43
Mayotte,1990,0--19,175,55.6
Mayotte,1995,0--19,175,70
Mayotte,2000,0--19,175,83
Mayotte,2005,0--19,175,95.9
Mayotte,2010,0--19,175,110.5
Mayotte,2015,0--19,175,125
Mexico,1970,0--19,484,29840.8
Mexico,1975,0--19,484,34845.2
Mexico,1980,0--19,484,38874.3
Mexico,1985,0--19,484,41796.6
Mexico,1990,0--19,484,43764.5
Mexico,1995,0--19,484,44607.9
Mexico,2000,0--19,484,45472
Mexico,2005,0--19,484,45850.4
Mexico,2010,0--19,484,46455
Mexico,2015,0--19,484,46347.6
Micronesia (Federated States of),1970,0--19,583,35.3
Micronesia (Federated States of),1975,0--19,583,37.1
Micronesia (Federated States of),1980,0--19,583,42.3
Micronesia (Federated States of),1985,0--19,583,49
Micronesia (Federated States of),1990,0--19,583,53.5
Micronesia (Federated States of),1995,0--19,583,59.4
Micronesia (Federated States of),2000,0--19,583,56.8
Micronesia (Federated States of),2005,0--19,583,54.5
Micronesia (Federated States of),2010,0--19,583,51.4
Micronesia (Federated States of),2015,0--19,583,48.6
Mongolia,1970,0--19,496,678.5
Mongolia,1975,0--19,496,811.8
Mongolia,1980,0--19,496,930.3
Mongolia,1985,0--19,496,1024.9
Mongolia,1990,0--19,496,1127.8
Mongolia,1995,0--19,496,1136
Mongolia,2000,0--19,496,1103.3
Mongolia,2005,0--19,496,1049.6
Mongolia,2010,0--19,496,1006.3
Mongolia,2015,0--19,496,1085.4
Montenegro,1970,0--19,499,225.6
Montenegro,1975,0--19,499,224
Montenegro,1980,0--19,499,217.6
Montenegro,1985,0--19,499,212
Montenegro,1990,0--19,499,208.8
Montenegro,1995,0--19,499,193.5
Montenegro,2000,0--19,499,180.9
Montenegro,2005,0--19,499,170.6
Montenegro,2010,0--19,499,163.6
Montenegro,2015,0--19,499,157.7
Morocco,1970,0--19,504,9285.3
Morocco,1975,0--19,504,10240.7
Morocco,1980,0--19,504,11104
Morocco,1985,0--19,504,11978.3
Morocco,1990,0--19,504,12581.5
Morocco,1995,0--19,504,12998.5
Morocco,2000,0--19,504,12951.8
Morocco,2005,0--19,504,12588.2
Morocco,2010,0--19,504,12421.5
Morocco,2015,0--19,504,12584.8
Mozambique,1970,0--19,508,4946.7
Mozambique,1975,0--19,508,5630.1
Mozambique,1980,0--19,508,6453.3
Mozambique,1985,0--19,508,7211.6
Mozambique,1990,0--19,508,7725.9
Mozambique,1995,0--19,508,8752.5
Mozambique,2000,0--19,508,10077.4
Mozambique,2005,0--19,508,11715.7
Mozambique,2010,0--19,508,13622.5
Mozambique,2015,0--19,508,15688.5
Myanmar,1970,0--19,104,13978.3
Myanmar,1975,0--19,104,15607.8
Myanmar,1980,0--19,104,17289.4
Myanmar,1985,0--19,104,18934.1
Myanmar,1990,0--19,104,19815.2
Myanmar,1995,0--19,104,20034.2
Myanmar,2000,0--19,104,20105.5
Myanmar,2005,0--19,104,19891.5
Myanmar,2010,0--19,104,19746.7
Myanmar,2015,0--19,104,19453.8
Namibia,1970,0--19,516,416
Namibia,1975,0--19,516,492.5
Namibia,1980,0--19,516,576.5
Namibia,1985,0--19,516,663.9
Namibia,1990,0--19,516,777.4
Namibia,1995,0--19,516,878.5
Namibia,2000,0--19,516,971
Namibia,2005,0--19,516,1034.8
Namibia,2010,0--19,516,1089.1
Namibia,2015,0--19,516,1164.7
Nepal,1970,0--19,524,6199.8
Nepal,1975,0--19,524,6830.8
Nepal,1980,0--19,524,7668.7
Nepal,1985,0--19,524,8703.9
Nepal,1990,0--19,524,9873.5
Nepal,1995,0--19,524,11162
Nepal,2000,0--19,524,12228.3
Nepal,2005,0--19,524,12785.8
Nepal,2010,0--19,524,12907.3
Nepal,2015,0--19,524,12580.3
Netherlands,1970,0--19,528,4669.6
Netherlands,1975,0--19,528,4637.2
Netherlands,1980,0--19,528,4413.9
Netherlands,1985,0--19,528,4077.6
Netherlands,1990,0--19,528,3801.5
Netherlands,1995,0--19,528,3757.8
Netherlands,2000,0--19,528,3858.5
Netherlands,2005,0--19,528,3975.6
Netherlands,2010,0--19,528,3926.8
Netherlands,2015,0--19,528,3847.9
New Caledonia,1970,0--19,540,50
New Caledonia,1975,0--19,540,62.2
New Caledonia,1980,0--19,540,68.6
New Caledonia,1985,0--19,540,70.8
New Caledonia,1990,0--19,540,72.7
New Caledonia,1995,0--19,540,75
New Caledonia,2000,0--19,540,80.7
New Caledonia,2005,0--19,540,83.3
New Caledonia,2010,0--19,540,81.3
New Caledonia,2015,0--19,540,82.5
New Zealand,1970,0--19,554,1155.8
New Zealand,1975,0--19,554,1220.8
New Zealand,1980,0--19,554,1169
New Zealand,1985,0--19,554,1107.8
New Zealand,1990,0--19,554,1082.9
New Zealand,1995,0--19,554,1116.7
New Zealand,2000,0--19,554,1153.2
New Zealand,2005,0--19,554,1196.8
New Zealand,2010,0--19,554,1217.3
New Zealand,2015,0--19,554,1240.5
Nicaragua,1970,0--19,558,1423.2
Nicaragua,1975,0--19,558,1639.2
Nicaragua,1980,0--19,558,1874.5
Nicaragua,1985,0--19,558,2132.8
Nicaragua,1990,0--19,558,2353.3
Nicaragua,1995,0--19,558,2520.7
Nicaragua,2000,0--19,558,2590.2
Nicaragua,2005,0--19,558,2557
Nicaragua,2010,0--19,558,2500.3
Nicaragua,2015,0--19,558,2430.4
Niger,1970,0--19,562,2680.3
Niger,1975,0--19,562,3053.4
Niger,1980,0--19,562,3467
Niger,1985,0--19,562,4070.7
Niger,1990,0--19,562,4643.6
Niger,1995,0--19,562,5531.6
Niger,2000,0--19,562,6540.5
Niger,2005,0--19,562,7990.1
Niger,2010,0--19,562,9810.5
Niger,2015,0--19,562,12042.6
Nigeria,1970,0--19,566,29422.8
Nigeria,1975,0--19,566,33894.8
Nigeria,1980,0--19,566,39746.6
Nigeria,1985,0--19,566,45989.7
Nigeria,1990,0--19,566,52777.2
Nigeria,1995,0--19,566,59531.2
Nigeria,2000,0--19,566,66749.7
Nigeria,2005,0--19,566,75417.4
Nigeria,2010,0--19,566,86190.7
Nigeria,2015,0--19,566,98577.2
Norway,1970,0--19,578,1251.1
Norway,1975,0--19,578,1262.4
Norway,1980,0--19,578,1220.1
Norway,1985,0--19,578,1165.8
Norway,1990,0--19,578,1119
Norway,1995,0--19,578,1118.9
Norway,2000,0--19,578,1164.8
Norway,2005,0--19,578,1202.6
Norway,2010,0--19,578,1241.9
Norway,2015,0--19,578,1260.7
Occupied Palestinian Territory,1970,0--19,275,665.9
Occupied Palestinian Territory,1975,0--19,275,797.1
Occupied Palestinian Territory,1980,0--19,275,920.2
Occupied Palestinian Territory,1985,0--19,275,1057.6
Occupied Palestinian Territory,1990,0--19,275,1249
Occupied Palestinian Territory,1995,0--19,275,1553.3
Occupied Palestinian Territory,2000,0--19,275,1882.1
Occupied Palestinian Territory,2005,0--19,275,2029.2
Occupied Palestinian Territory,2010,0--19,275,2214.6
Occupied Palestinian Territory,2015,0--19,275,2401.4
Oman,1970,0--19,512,407.5
Oman,1975,0--19,512,493.1
Oman,1980,0--19,512,629.1
Oman,1985,0--19,512,814.2
Oman,1990,0--19,512,970.3
Oman,1995,0--19,512,1075.1
Oman,2000,0--19,512,1084
Oman,2005,0--19,512,1094.6
Oman,2010,0--19,512,1050.3
Oman,2015,0--19,512,1166.9
Pakistan,1970,0--19,586,29784.4
Pakistan,1975,0--19,586,35273.7
Pakistan,1980,0--19,586,41494
Pakistan,1985,0--19,586,48745.3
Pakistan,1990,0--19,586,57072.5
Pakistan,1995,0--19,586,64936.4
Pakistan,2000,0--19,586,71753.3
Pakistan,2005,0--19,586,76273.4
