Area,Year,Age,Population
Hong Kong Special Administrative Region of China,1990,0--19,1637.4
Hong Kong Special Administrative Region of China,1995,0--19,1566
Hong Kong Special Administrative Region of China,2000,0--19,1583.7
Hong Kong Special Administrative Region of China,2005,0--19,1422.4
Hong Kong Special Administrative Region of China,2010,0--19,1265.2
Hong Kong Special Administrative Region of China,2015,0--19,1169
Hungary,1970,0--19,3087.8
Hungary,1975,0--19,2929.9
Hungary,1980,0--19,3002.3
Hungary,1985,0--19,2987.9
Hungary,1990,0--19,2892.1
Hungary,1995,0--19,2732.1
Hungary,2000,0--19,2386
Hungary,2005,0--19,2197.2
Hungary,2010,0--19,2076.4
Hungary,2015,0--19,1925.9
Iceland,1970,0--19,86.8
Iceland,1975,0--19,88
Iceland,1980,0--19,85.4
Iceland,1985,0--19,84.3
Iceland,1990,0--19,84.8
Iceland,1995,0--19,86.3
Iceland,2000,0--19,86.5
Iceland,2005,0--19,87.2
Iceland,2010,0--19,90.1
Iceland,2015,0--19,89
India,1970,0--19,284062.5
India,1975,0--19,313795.4
India,1980,0--19,345687.1
India,1985,0--19,382050.5
India,1990,0--19,417927.6
India,1995,0--19,448749.5
India,2000,0--19,474540.9
India,2005,0--19,490884.2
India,2010,0--19,499671.9
India,2015,0--19,498478.1
Indonesia,1970,0--19,60538.5
Indonesia,1975,0--19,69465.3
Indonesia,1980,0--19,76701.1
Indonesia,1985,0--19,82699.5
Indonesia,1990,0--19,86028.8
Indonesia,1995,0--19,87524.1
Indonesia,2000,0--19,87165.7
Indonesia,2005,0--19,90267.7
Indonesia,2010,0--19,91542.4
Indonesia,2015,0--19,94420.6
Iran (Islamic Republic of),1970,0--19,15653.6
Iran (Islamic Republic of),1975,0--19,17747.3
Iran (Islamic Republic of),1980,0--19,20930.6
Iran (Islamic Republic of),1985,0--19,26259
Iran (Islamic Republic of),1990,0--19,31287.9
Iran (Islamic Republic of),1995,0--19,32337.5
Iran (Islamic Republic of),2000,0--19,31888
Iran (Islamic Republic of),2005,0--19,27645.7
Iran (Islamic Republic of),2010,0--19,24629.5
Iran (Islamic Republic of),2015,0--19,24245.2
Iraq,1970,0--19,5510.9
Iraq,1975,0--19,6510.8
Iraq,1980,0--19,7770.7
Iraq,1985,0--19,8991.3
Iraq,1990,0--19,10045.5
Iraq,1995,0--19,11290.8
Iraq,2000,0--19,12740.7
Iraq,2005,0--19,14285.8
Iraq,2010,0--19,16083.9
Iraq,2015,0--19,18489.1
Ireland,1970,0--19,1187.4
Ireland,1975,0--19,1275.4
Ireland,1980,0--19,1374.2
Ireland,1985,0--19,1383.5
Ireland,1990,0--19,1333
Ireland,1995,0--19,1242.4
Ireland,2000,0--19,1171.1
Ireland,2005,0--19,1149.6
Ireland,2010,0--19,1233.6
Ireland,2015,0--19,1291.7
Israel,1970,0--19,1244.5
Israel,1975,0--19,1402.1
Israel,1980,0--19,1562.3
Israel,1985,0--19,1693.3
Israel,1990,0--19,1836.2
Israel,1995,0--19,2042
Israel,2000,0--19,2217
Israel,2005,0--19,2375.4
Israel,2010,0--19,2589.5
Israel,2015,0--19,2870.8
Italy,1970,0--19,17121
Italy,1975,0--19,17466.9
Italy,1980,0--19,16967.7
Italy,1985,0--19,15496.3
Italy,1990,0--19,13719.6
Italy,1995,0--19,12159.8
Italy,2000,0--19,11274.6
Italy,2005,0--19,11199.2
Italy,2010,0--19,11244.7
Italy,2015,0--19,10956.5
Jamaica,1970,0--19,1031.4
Jamaica,1975,0--19,1137.1
Jamaica,1980,0--19,1108.2
Jamaica,1985,0--19,1142.4
Jamaica,1990,0--19,1102.2
Jamaica,1995,0--19,1094.8
Jamaica,2000,0--19,1104
Jamaica,2005,0--19,1089.4
Jamaica,2010,0--19,1038
Jamaica,2015,0--19,950.5
Japan,1970,0--19,34481.2
Japan,1975,0--19,35325.4
Japan,1980,0--19,35987.5
Japan,1985,0--19,35266.3
Japan,1990,0--19,32999.2
Japan,1995,0--19,29061.5
Japan,2000,0--19,26335.2
Japan,2005,0--19,24330.5
Japan,2010,0--19,23223.3
Japan,2015,0--19,22608.3
Jordan,1970,0--19,947
Jordan,1975,0--19,1167.2
Jordan,1980,0--19,1418.3
Jordan,1985,0--19,1683.5
Jordan,1990,0--19,2041.5
Jordan,1995,0--19,2355.1
Jordan,2000,0--19,2572.5
Jordan,2005,0--19,2727.6
Jordan,2010,0--19,3315.9
Jordan,2015,0--19,4221.9
Kazakhstan,1970,0--19,6215.3
Kazakhstan,1975,0--19,6468.7
Kazakhstan,1980,0--19,6404.2
Kazakhstan,1985,0--19,6473.5
Kazakhstan,1990,0--19,6640.3
Kazakhstan,1995,0--19,6193.9
Kazakhstan,2000,0--19,5568.9
Kazakhstan,2005,0--19,5409.8
Kazakhstan,2010,0--19,5429.8
Kazakhstan,2015,0--19,5882.1
Kenya,1970,0--19,6697.5
Kenya,1975,0--19,8120.8
Kenya,1980,0--19,9855.8
Kenya,1985,0--19,11915.3
Kenya,1990,0--19,14059.8
Kenya,1995,0--19,15929.6
Kenya,2000,0--19,17944.7
Kenya,2005,0--19,20017.1
Kenya,2010,0--19,22169.2
Kenya,2015,0--19,24699.1
Kiribati,1970,0--19,28.6
Kiribati,1975,0--19,29.4
Kiribati,1980,0--19,30.6
Kiribati,1985,0--19,32.7
Kiribati,1990,0--19,35.6
Kiribati,1995,0--19,39.4
Kiribati,2000,0--19,42.7
Kiribati,2005,0--19,44.9
Kiribati,2010,0--19,47.9
Kiribati,2015,0--19,51.2
Kuwait,1970,0--19,384.5
Kuwait,1975,0--19,559.6
Kuwait,1980,0--19,670.5
Kuwait,1985,0--19,802.1
Kuwait,1990,0--19,944.1
Kuwait,1995,0--19,602
Kuwait,2000,0--19,727.1
Kuwait,2005,0--19,749.9
Kuwait,2010,0--19,908.7
Kuwait,2015,0--19,1040.3
Kyrgyzstan,1970,0--19,1520.2
Kyrgyzstan,1975,0--19,1680.7
Kyrgyzstan,1980,0--19,1742.9
Kyrgyzstan,1985,0--19,1849
Kyrgyzstan,1990,0--19,2066.7
Kyrgyzstan,1995,0--19,2166.8
Kyrgyzstan,2000,0--19,2242.5
Kyrgyzstan,2005,0--19,2161.1
Kyrgyzstan,2010,0--19,2226
Kyrgyzstan,2015,0--19,2336.9
Lao People's Democratic Republic,1970,0--19,1417.8
Lao People's Democratic Republic,1975,0--19,1611
Lao People's Democratic Republic,1980,0--19,1787.7
Lao People's Democratic Republic,1985,0--19,2034.6
Lao People's Democratic Republic,1990,0--19,2346.2
Lao People's Democratic Republic,1995,0--19,2672.7
Lao People's Democratic Republic,2000,0--19,2893.4
Lao People's Democratic Republic,2005,0--19,3003.4
Lao People's Democratic Republic,2010,0--19,3031.1
Lao People's Democratic Republic,2015,0--19,2961
Latvia,1970,0--19,680.1
Latvia,1975,0--19,704.6
Latvia,1980,0--19,696.6
Latvia,1985,0--19,719
Latvia,1990,0--19,756.1
Latvia,1995,0--19,684.1
Latvia,2000,0--19,603.2
Latvia,2005,0--19,501.7
Latvia,2010,0--19,426.6
Latvia,2015,0--19,388.7
Lebanon,1970,0--19,1215
Lebanon,1975,0--19,1316.2
Lebanon,1980,0--19,1306.3
Lebanon,1985,0--19,1260.4
Lebanon,1990,0--19,1197.5
Lebanon,1995,0--19,1260.1
Lebanon,2000,0--19,1239.6
Lebanon,2005,0--19,1514.7
Lebanon,2010,0--19,1472.7
Lebanon,2015,0--19,1961.4
Lesotho,1970,0--19,566.1
Lesotho,1975,0--19,636.9
Lesotho,1980,0--19,724.4
Lesotho,1985,0--19,817.8
Lesotho,1990,0--19,884.2
Lesotho,1995,0--19,943.4
Lesotho,2000,0--19,989.9
Lesotho,2005,0--19,999.8
Lesotho,2010,0--19,1003.7
Lesotho,2015,0--19,1025.5
Liberia,1970,0--19,757.6
Liberia,1975,0--19,883.7
Liberia,1980,0--19,1039.3
Liberia,1985,0--19,1218.3
Liberia,1990,0--19,1165.1
Liberia,1995,0--19,1137.7
Liberia,2000,0--19,1562.6
Liberia,2005,0--19,1755.9
Liberia,2010,0--19,2110.6
Liberia,2015,0--19,2382.9
Libyan Arab Jamahiriya,1970,0--19,1182.2
Libyan Arab Jamahiriya,1975,0--19,1509.7
Libyan Arab Jamahiriya,1980,0--19,1855.5
Libyan Arab Jamahiriya,1985,0--19,2161.9
Libyan Arab Jamahiriya,1990,0--19,2374.4
Libyan Arab Jamahiriya,1995,0--19,2450.6
Libyan Arab Jamahiriya,2000,0--19,2428.8
Libyan Arab Jamahiriya,2005,0--19,2384.3
Libyan Arab Jamahiriya,2010,0--19,2351.6
Libyan Arab Jamahiriya,2015,0--19,2319.8
Lithuania,1970,0--19,1087.6
Lithuania,1975,0--19,1112.8
Lithuania,1980,0--19,1092.2
Lithuania,1985,0--19,1086.6
Lithuania,1990,0--19,1109.9
Lithuania,1995,0--19,1043.5
Lithuania,2000,0--19,966.9
Lithuania,2005,0--19,818.7
Lithuania,2010,0--19,687.7
Lithuania,2015,0--19,597.5
Luxembourg,1970,0--19,99.6
Luxembourg,1975,0--19,99.8
Luxembourg,1980,0--19,96.3
Luxembourg,1985,0--19,89
Luxembourg,1990,0--19,88.5
Luxembourg,1995,0--19,97.5
Luxembourg,2000,0--19,106.8
Luxembourg,2005,0--19,112
Luxembourg,2010,0--19,119.8
Luxembourg,2015,0--19,126.8
Macao Special Administrative Region of China,1970,0--19,128.7
Macao Special Administrative Region of China,1975,0--19,102.9
Macao Special Administrative Region of China,1980,0--19,83.5
Macao Special Administrative Region of China,1985,0--19,93.5
Macao Special Administrative Region of China,1990,0--19,112.4
Macao Special Administrative Region of China,1995,0--19,123.1
Macao Special Administrative Region of China,2000,0--19,131.8
Macao Special Administrative Region of China,2005,0--19,118.8
Macao Special Administrative Region of China,2010,0--19,106.8
Macao Special Administrative Region of China,2015,0--19,106
Madagascar,1970,0--19,3660.8
Madagascar,1975,0--19,4251.3
Madagascar,1980,0--19,4934.2
Madagascar,1985,0--19,5690.7
Madagascar,1990,0--19,6545.3
Madagascar,1995,0--19,7548.5
Madagascar,2000,0--19,8669
Madagascar,2005,0--19,10130.8
Madagascar,2010,0--19,11509.7
Madagascar,2015,0--19,12795.8
Malawi,1970,0--19,2561.6
Malawi,1975,0--19,3003.2
Malawi,1980,0--19,3547.1
Malawi,1985,0--19,4185.4
Malawi,1990,0--19,5308
Malawi,1995,0--19,5629.3
Malawi,2000,0--19,6539.4
Malawi,2005,0--19,7548.6
Malawi,2010,0--19,8673.2
Malawi,2015,0--19,9828.9
Malaysia,1970,0--19,5977.5
Malaysia,1975,0--19,6481.4
Malaysia,1980,0--19,7108.9
Malaysia,1985,0--19,7678.6
Malaysia,1990,0--19,8511.4
Malaysia,1995,0--19,9331.8
Malaysia,2000,0--19,10052.4
Malaysia,2005,0--19,10383.9
Malaysia,2010,0--19,10665.7
Malaysia,2015,0--19,10568
Maldives,1970,0--19,62.7
Maldives,1975,0--19,76.2
Maldives,1980,0--19,89
Maldives,1985,0--19,107.8
Maldives,1990,0--19,128.9
Maldives,1995,0--19,144.5
Maldives,2000,0--19,149.9
Maldives,2005,0--19,141.5
Maldives,2010,0--19,133.4
Maldives,2015,0--19,129.2
Mali,1970,0--19,3123.8
Mali,1975,0--19,3438.1
Mali,1980,0--19,3840.8
Mali,1985,0--19,4344.5
Mali,1990,0--19,4868.6
Mali,1995,0--19,5550.3
Mali,2000,0--19,6328.6
Mali,2005,0--19,7373.3
Mali,2010,0--19,8752.7
Mali,2015,0--19,10212.5
Malta,1970,0--19,123.5
Malta,1975,0--19,115
Malta,1980,0--19,108.8
Malta,1985,0--19,108
Malta,1990,0--19,110.8
Malta,1995,0--19,112.5
Malta,2000,0--19,107
Malta,2005,0--19,100.4
Malta,2010,0--19,90.4
Malta,2015,0--19,85.7
Martinique,1970,0--19,168.6
Martinique,1975,0--19,172.1
Martinique,1980,0--19,141
Martinique,1985,0--19,131.7
Martinique,1990,0--19,123.9
Martinique,1995,0--19,119
Martinique,2000,0--19,113.3
Martinique,2005,0--19,115.9
Martinique,2010,0--19,105.2
Martinique,2015,0--19,94.5
Mauritania,1970,0--19,644.7
Mauritania,1975,0--19,750.5
Mauritania,1980,0--19,861.7
Mauritania,1985,0--19,987.4
Mauritania,1990,0--19,1128.6
Mauritania,1995,0--19,1283.7
Mauritania,2000,0--19,1461.9
Mauritania,2005,0--19,1652.7
Mauritania,2010,0--19,1865.5
Mauritania,2015,0--19,2113.6
Mauritius,1970,0--19,453.4
Mauritius,1975,0--19,457.1
Mauritius,1980,0--19,453.8
Mauritius,1985,0--19,443
Mauritius,1990,0--19,417.6
Mauritius,1995,0--19,415.1
Mauritius,2000,0--19,407.4
Mauritius,2005,0--19,398.2
Mauritius,2010,0--19,378.8
Mauritius,2015,0--19,338.9
Mayotte,1970,0--19,20.9
Mayotte,1975,0--19,26.6
Mayotte,1980,0--19,32.8
Mayotte,1985,0--19,43
Mayotte,1990,0--19,55.6
Mayotte,1995,0--19,70
Mayotte,2000,0--19,83
Mayotte,2005,0--19,95.9
Mayotte,2010,0--19,110.5
Mayotte,2015,0--19,125
Mexico,1970,0--19,29840.8
Mexico,1975,0--19,34845.2
Mexico,1980,0--19,38874.3
Mexico,1985,0--19,41796.6
Mexico,1990,0--19,43764.5
Mexico,1995,0--19,44607.9
Mexico,2000,0--19,45472
Mexico,2005,0--19,45850.4
Mexico,2010,0--19,46455
Mexico,2015,0--19,46347.6
Micronesia (Federated States of),1970,0--19,35.3
Micronesia (Federated States of),1975,0--19,37.1
Micronesia (Federated States of),1980,0--19,42.3
Micronesia (Federated States of),1985,0--19,49
Micronesia (Federated States of),1990,0--19,53.5
Micronesia (Federated States of),1995,0--19,59.4
Micronesia (Federated States of),2000,0--19,56.8
Micronesia (Federated States of),2005,0--19,54.5
Micronesia (Federated States of),2010,0--19,51.4
Micronesia (Federated States of),2015,0--19,48.6
Mongolia,1970,0--19,678.5
Mongolia,1975,0--19,811.8
Mongolia,1980,0--19,930.3
Mongolia,1985,0--19,1024.9
Mongolia,1990,0--19,1127.8
Mongolia,1995,0--19,1136
Mongolia,2000,0--19,1103.3
Mongolia,2005,0--19,1049.6
Mongolia,2010,0--19,1006.3
Mongolia,2015,0--19,1085.4
Montenegro,1970,0--19,225.6
Montenegro,1975,0--19,224
Montenegro,1980,0--19,217.6
Montenegro,1985,0--19,212
Montenegro,1990,0--19,208.8
Montenegro,1995,0--19,193.5
Montenegro,2000,0--19,180.9
Montenegro,2005,0--19,170.6
Montenegro,2010,0--19,163.6
Montenegro,2015,0--19,157.7
Morocco,1970,0--19,9285.3
Morocco,1975,0--19,10240.7
Morocco,1980,0--19,11104
Morocco,1985,0--19,11978.3
Morocco,1990,0--19,12581.5
Morocco,1995,0--19,12998.5
Morocco,2000,0--19,12951.8
Morocco,2005,0--19,12588.2
Morocco,2010,0--19,12421.5
Morocco,2015,0--19,12584.8
Mozambique,1970,0--19,4946.7
Mozambique,1975,0--19,5630.1
Mozambique,1980,0--19,6453.3
Mozambique,1985,0--19,7211.6
Mozambique,1990,0--19,7725.9
Mozambique,1995,0--19,8752.5
Mozambique,2000,0--19,10077.4
Mozambique,2005,0--19,11715.7
Mozambique,2010,0--19,13622.5
Mozambique,2015,0--19,15688.5
Myanmar,1970,0--19,13978.3
Myanmar,1975,0--19,15607.8
Myanmar,1980,0--19,17289.4
Myanmar,1985,0--19,18934.1
Myanmar,1990,0--19,19815.2
Myanmar,1995,0--19,20034.2
Myanmar,2000,0--19,20105.5
Myanmar,2005,0--19,19891.5
Myanmar,2010,0--19,19746.7
Myanmar,2015,0--19,19453.8
Namibia,1970,0--19,416
Namibia,1975,0--19,492.5
Namibia,1980,0--19,576.5
Namibia,1985,0--19,663.9
Namibia,1990,0--19,777.4
Namibia,1995,0--19,878.5
Namibia,2000,0--19,971
Namibia,2005,0--19,1034.8
Namibia,2010,0--19,1089.1
Namibia,2015,0--19,1164.7
Nepal,1970,0--19,6199.8
Nepal,1975,0--19,6830.8
Nepal,1980,0--19,7668.7
Nepal,1985,0--19,8703.9
Nepal,1990,0--19,9873.5
Nepal,1995,0--19,11162
Nepal,2000,0--19,12228.3
Nepal,2005,0--19,12785.8
Nepal,2010,0--19,12907.3
Nepal,2015,0--19,12580.3
Netherlands,1970,0--19,4669.6
Netherlands,1975,0--19,4637.2
Netherlands,1980,0--19,4413.9
Netherlands,1985,0--19,4077.6
Netherlands,1990,0--19,3801.5
Netherlands,1995,0--19,3757.8
Netherlands,2000,0--19,3858.5
Netherlands,2005,0--19,3975.6
Netherlands,2010,0--19,3926.8
Netherlands,2015,0--19,3847.9
New Caledonia,1970,0--19,50
New Caledonia,1975,0--19,62.2
New Caledonia,1980,0--19,68.6
New Caledonia,1985,0--19,70.8
New Caledonia,1990,0--19,72.7
New Caledonia,1995,0--19,75
New Caledonia,2000,0--19,80.7
New Caledonia,2005,0--19,83.3
New Caledonia,2010,0--19,81.3
New Caledonia,2015,0--19,82.5
New Zealand,1970,0--19,1155.8
New Zealand,1975,0--19,1220.8
New Zealand,1980,0--19,1169
New Zealand,1985,0--19,1107.8
New Zealand,1990,0--19,1082.9
New Zealand,1995,0--19,1116.7
New Zealand,2000,0--19,1153.2
New Zealand,2005,0--19,1196.8
New Zealand,2010,0--19,1217.3
New Zealand,2015,0--19,1240.5
Nicaragua,1970,0--19,1423.2
Nicaragua,1975,0--19,1639.2
Nicaragua,1980,0--19,1874.5
Nicaragua,1985,0--19,2132.8
Nicaragua,1990,0--19,2353.3
Nicaragua,1995,0--19,2520.7
Nicaragua,2000,0--19,2590.2
Nicaragua,2005,0--19,2557
Nicaragua,2010,0--19,2500.3
Nicaragua,2015,0--19,2430.4
Niger,1970,0--19,2680.3
Niger,1975,0--19,3053.4
Niger,1980,0--19,3467
Niger,1985,0--19,4070.7
Niger,1990,0--19,4643.6
Niger,1995,0--19,5531.6
Niger,2000,0--19,6540.5
Niger,2005,0--19,7990.1
Niger,2010,0--19,9810.5
Niger,2015,0--19,12042.6
Nigeria,1970,0--19,29422.8
Nigeria,1975,0--19,33894.8
Nigeria,1980,0--19,39746.6
Nigeria,1985,0--19,45989.7
Nigeria,1990,0--19,52777.2
Nigeria,1995,0--19,59531.2
Nigeria,2000,0--19,66749.7
Nigeria,2005,0--19,75417.4
Nigeria,2010,0--19,86190.7
Nigeria,2015,0--19,98577.2
Norway,1970,0--19,1251.1
Norway,1975,0--19,1262.4
Norway,1980,0--19,1220.1
Norway,1985,0--19,1165.8
Norway,1990,0--19,1119
Norway,1995,0--19,1118.9
Norway,2000,0--19,1164.8
Norway,2005,0--19,1202.6
Norway,2010,0--19,1241.9
Norway,2015,0--19,1260.7
Occupied Palestinian Territory,1970,0--19,665.9
Occupied Palestinian Territory,1975,0--19,797.1
Occupied Palestinian Territory,1980,0--19,920.2
Occupied Palestinian Territory,1985,0--19,1057.6
Occupied Palestinian Territory,1990,0--19,1249
Occupied Palestinian Territory,1995,0--19,1553.3
Occupied Palestinian Territory,2000,0--19,1882.1
Occupied Palestinian Territory,2005,0--19,2029.2
Occupied Palestinian Territory,2010,0--19,2214.6
Occupied Palestinian Territory,2015,0--19,2401.4
Oman,1970,0--19,407.5
Oman,1975,0--19,493.1
Oman,1980,0--19,629.1
Oman,1985,0--19,814.2
Oman,1990,0--19,970.3
Oman,1995,0--19,1075.1
Oman,2000,0--19,1084
Oman,2005,0--19,1094.6
Oman,2010,0--19,1050.3
Oman,2015,0--19,1166.9
Pakistan,1970,0--19,29784.4
Pakistan,1975,0--19,35273.7
Pakistan,1980,0--19,41494
Pakistan,1985,0--19,48745.3
Pakistan,1990,0--19,57072.5
Pakistan,1995,0--19,64936.4
Pakistan,2000,0--19,71753.3
Pakistan,2005,0--19,76273.4
Pakistan,2010,0--19,80356.8
Pakistan,2015,0--19,85664.6
Panama,1970,0--19,828.2
Panama,1975,0--19,937.7
Panama,1980,0--19,1027.5
Panama,1985,0--19,1097.3
Panama,1990,0--19,1155.4
Panama,1995,0--19,1204.2
Panama,2000,0--19,1262.7
Panama,2005,0--19,1322.5
Panama,2010,0--19,1381.8
Panama,2015,0--19,1449.3
Papua New Guinea,1970,0--19,1371.6
Papua New Guinea,1975,0--19,1561.9
Papua New Guinea,1980,0--19,1789.5
Papua New Guinea,1985,0--19,2038.9
Papua New Guinea,1990,0--19,2277.7
Papua New Guinea,1995,0--19,2524.6
Papua New Guinea,2000,0--19,2811.2
Papua New Guinea,2005,0--19,3112.6
Papua New Guinea,2010,0--19,3434.1
Papua New Guinea,2015,0--19,3723.1
Paraguay,1970,0--19,1418.8
Paraguay,1975,0--19,1542.2
Paraguay,1980,0--19,1703.4
Paraguay,1985,0--19,1922.3
Paraguay,1990,0--19,2159
Paraguay,1995,0--19,2406.2
Paraguay,2000,0--19,2606.7
Paraguay,2005,0--19,2683.7
Paraguay,2010,0--19,2695.6
Paraguay,2015,0--19,2684.7
Peru,1970,0--19,7299.1
Peru,1975,0--19,8229.7
Peru,1980,0--19,9244.4
Peru,1985,0--19,10040.7
Peru,1990,0--19,10752.5
Peru,1995,0--19,11331.2
Peru,2000,0--19,11568.2
Peru,2005,0--19,11579.2
Peru,2010,0--19,11477.3
Peru,2015,0--19,11529.8
Philippines,1970,0--19,20623.4
Philippines,1975,0--19,23095.8
Philippines,1980,0--19,25783.3
Philippines,1985,0--19,28710
Philippines,1990,0--19,31971.2
Philippines,1995,0--19,35184.4
Philippines,2000,0--19,38242.6
Philippines,2005,0--19,41119.7
Philippines,2010,0--19,41556.3
Philippines,2015,0--19,43005.9
Poland,1970,0--19,12367.2
Poland,1975,0--19,11699.2
Poland,1980,0--19,11359.9
Poland,1985,0--19,12015.5
Poland,1990,0--19,12339.6
Poland,1995,0--19,12055.5
Poland,2000,0--19,10920.8
Poland,2005,0--19,9326
Poland,2010,0--19,8331.9
Poland,2015,0--19,7718.2
Portugal,1970,0--19,3228
Portugal,1975,0--19,3306.7
Portugal,1980,0--19,3378.3
Portugal,1985,0--19,3174.1
Portugal,1990,0--19,2875.9
Portugal,1995,0--19,2594.4
Portugal,2000,0--19,2361.8
Portugal,2005,0--19,2222.6
Portugal,2010,0--19,2162.3
Portugal,2015,0--19,2015.5
Puerto Rico,1970,0--19,1279.7
Puerto Rico,1975,0--19,1311.3
Puerto Rico,1980,0--19,1342.1
Puerto Rico,1985,0--19,1334.9
Puerto Rico,1990,0--19,1281.8
Puerto Rico,1995,0--19,1268.5
Puerto Rico,2000,0--19,1207.2
Puerto Rico,2005,0--19,1140.9
Puerto Rico,2010,0--19,1061.9
Puerto Rico,2015,0--19,961.3
Qatar,1970,0--19,49.8
Qatar,1975,0--19,70.3
Qatar,1980,0--19,94.5
Qatar,1985,0--19,129.4
Qatar,1990,0--19,164.7
Qatar,1995,0--19,166.8
Qatar,2000,0--19,198.2
Qatar,2005,0--19,230.3
Qatar,2010,0--19,295.6
Qatar,2015,0--19,444.9
Republic of Korea,1970,0--19,16573.4
Republic of Korea,1975,0--19,17647.7
Republic of Korea,1980,0--19,17127.1
Republic of Korea,1985,0--19,16573.1
Republic of Korea,1990,0--19,15375.4
Republic of Korea,1995,0--19,14327.7
Republic of Korea,2000,0--19,13480.7
Republic of Korea,2005,0--19,12763.5
Republic of Korea,2010,0--19,11451.3
Republic of Korea,2015,0--19,10204.1
Republic of Moldova,1970,0--19,1503.7
Republic of Moldova,1975,0--19,1506.9
Republic of Moldova,1980,0--19,1451.2
Republic of Moldova,1985,0--19,1483.4
Republic of Moldova,1990,0--19,1558.6
Republic of Moldova,1995,0--19,1519.8
Republic of Moldova,2000,0--19,1385.2
Republic of Moldova,2005,0--19,1186.4
Republic of Moldova,2010,0--19,1007.2
Republic of Moldova,2015,0--19,881.9
Reunion,1970,0--19,261.7
Reunion,1975,0--19,261.1
Reunion,1980,0--19,257
Reunion,1985,0--19,252.8
Reunion,1990,0--19,252.5
Reunion,1995,0--19,261.9
Reunion,2000,0--19,275
Reunion,2005,0--19,285.6
Reunion,2010,0--19,281.1
Reunion,2015,0--19,277.2
Romania,1970,0--19,7228.8
Romania,1975,0--19,7326
Romania,1980,0--19,7505.6
Romania,1985,0--19,7803.2
Romania,1990,0--19,7551.7
Romania,1995,0--19,6756.6
Romania,2000,0--19,5825.7
Romania,2005,0--19,5117.5
Romania,2010,0--19,4360.2
Romania,2015,0--19,4152.5
Russian Federation,1970,0--19,46283.7
Russian Federation,1975,0--19,43645.7
Russian Federation,1980,0--19,41291.3
Russian Federation,1985,0--19,41549.6
Russian Federation,1990,0--19,43936.8
Russian Federation,1995,0--19,42503.2
Russian Federation,2000,0--19,38820.9
Russian Federation,2005,0--19,33969.9
Russian Federation,2010,0--19,30124.9
Russian Federation,2015,0--19,30552.7
Rwanda,1970,0--19,2219
Rwanda,1975,0--19,2552.8
Rwanda,1980,0--19,3005.7
Rwanda,1985,0--19,3642.7
Rwanda,1990,0--19,4321
Rwanda,1995,0--19,3277.5
Rwanda,2000,0--19,4560.8
Rwanda,2005,0--19,4918.8
Rwanda,2010,0--19,5320.5
Rwanda,2015,0--19,5951.1
Saint Lucia,1970,0--19,62.2
Saint Lucia,1975,0--19,63.3
Saint Lucia,1980,0--19,66.4
Saint Lucia,1985,0--19,66.4
Saint Lucia,1990,0--19,65.4
Saint Lucia,1995,0--19,65.4
Saint Lucia,2000,0--19,66.8
Saint Lucia,2005,0--19,62.8
Saint Lucia,2010,0--19,56.9
Saint Lucia,2015,0--19,51
Saint Vincent and the Grenadines,1970,0--19,55.3
Saint Vincent and the Grenadines,1975,0--19,57.1
Saint Vincent and the Grenadines,1980,0--19,56.9
Saint Vincent and the Grenadines,1985,0--19,54.7
Saint Vincent and the Grenadines,1990,0--19,52.9
Saint Vincent and the Grenadines,1995,0--19,49.2
