Area,Year,Age,Education,ISOCode,Distribution
Cape Verde,2015,15+,No Education,132,8.6
Central African Republic,2015,15+,No Education,140,23.7
Chad,2015,15+,No Education,148,57
Channel Islands,2015,15+,No Education,830,0
Chile,2015,15+,No Education,152,2
China,2015,15+,No Education,156,4
Colombia,2015,15+,No Education,170,5.8
Comoros,2015,15+,No Education,174,25.8
Congo,2015,15+,No Education,178,7.1
Costa Rica,2015,15+,No Education,188,3
Cote d'Ivoire,2015,15+,No Education,384,42.7
Croatia,2015,15+,No Education,191,1.2
Cuba,2015,15+,No Education,192,1.4
Curaçao,2015,15+,No Education,531,0.3
Cyprus,2015,15+,No Education,196,2.6
Czech Republic,2015,15+,No Education,203,0.4
Democratic People's Republic of Korea,2015,15+,No Education,408,0.4
Democratic Republic of the Congo,2015,15+,No Education,180,15.4
Denmark,2015,15+,No Education,208,0.1
Djibouti,2015,15+,No Education,262,49.6
Dominican Republic,2015,15+,No Education,214,11.6
Ecuador,2015,15+,No Education,218,6.4
Egypt,2015,15+,No Education,818,24.4
El Salvador,2015,15+,No Education,222,13.2
Equatorial Guinea,2015,15+,No Education,226,5.7
Eritrea,2015,15+,No Education,232,48.5
Estonia,2015,15+,No Education,233,0.2
Ethiopia,2015,15+,No Education,231,51.4
Fiji,2015,15+,No Education,242,0.6
Finland,2015,15+,No Education,246,0
France,2015,15+,No Education,250,1.5
French Guiana,2015,15+,No Education,254,13.8
French Polynesia,2015,15+,No Education,258,2.4
Gabon,2015,15+,No Education,266,7.7
Gambia,2015,15+,No Education,270,51.3
Georgia,2015,15+,No Education,268,0.5
Germany,2015,15+,No Education,276,0
Ghana,2015,15+,No Education,288,23.5
Greece,2015,15+,No Education,300,2
Grenada,2015,15+,No Education,308,3.2
Guadeloupe,2015,15+,No Education,312,1.7
Guam,2015,15+,No Education,316,1
Guatemala,2015,15+,No Education,320,18.5
Guinea,2015,15+,No Education,324,51.1
Guinea-Bissau,2015,15+,No Education,624,39.1
Guyana,2015,15+,No Education,328,1.5
Haiti,2015,15+,No Education,332,34.1
Honduras,2015,15+,No Education,340,16.6
Hong Kong Special Administrative Region of China,2015,15+,No Education,344,4.2
Hungary,2015,15+,No Education,348,0.5
Iceland,2015,15+,No Education,352,0
India,2015,15+,No Education,356,29.7
Indonesia,2015,15+,No Education,360,6.1
Iran (Islamic Republic of),2015,15+,No Education,364,12.4
Iraq,2015,15+,No Education,368,13.9
Ireland,2015,15+,No Education,372,0
Israel,2015,15+,No Education,376,1.9
Italy,2015,15+,No Education,380,0.8
Jamaica,2015,15+,No Education,388,0.5
Japan,2015,15+,No Education,392,0.1
Jordan,2015,15+,No Education,400,8.7
Kazakhstan,2015,15+,No Education,398,0.2
Kenya,2015,15+,No Education,404,12.9
Kiribati,2015,15+,No Education,296,8.7
Kuwait,2015,15+,No Education,414,3.8
Kyrgyzstan,2015,15+,No Education,417,0.4
Lao People's Democratic Republic,2015,15+,No Education,418,19.6
Latvia,2015,15+,No Education,428,0.1
Lebanon,2015,15+,No Education,422,5.7
Lesotho,2015,15+,No Education,426,8.6
Liberia,2015,15+,No Education,430,44.3
Libyan Arab Jamahiriya,2015,15+,No Education,434,25.5
Lithuania,2015,15+,No Education,440,0.5
Luxembourg,2015,15+,No Education,442,0
Macao Special Administrative Region of China,2015,15+,No Education,446,2.6
Madagascar,2015,15+,No Education,450,19.2
Malawi,2015,15+,No Education,454,22.7
Malaysia,2015,15+,No Education,458,5.6
Maldives,2015,15+,No Education,462,9.6
Mali,2015,15+,No Education,466,67.6
Malta,2015,15+,No Education,470,0.9
Martinique,2015,15+,No Education,474,1.1
Mauritania,2015,15+,No Education,478,50.7
Mauritius,2015,15+,No Education,480,4.1
Mayotte,2015,15+,No Education,175,2.8
Mexico,2015,15+,No Education,484,5.6
Micronesia (Federated States of),2015,15+,No Education,583,6.2
Mongolia,2015,15+,No Education,496,1.8
Montenegro,2015,15+,No Education,499,0.4
Morocco,2015,15+,No Education,504,41.1
Mozambique,2015,15+,No Education,508,55.2
Myanmar,2015,15+,No Education,104,15.7
Namibia,2015,15+,No Education,516,11.6
Nepal,2015,15+,No Education,524,34.6
Netherlands,2015,15+,No Education,528,0
New Caledonia,2015,15+,No Education,540,4.7
New Zealand,2015,15+,No Education,554,1.5
Nicaragua,2015,15+,No Education,558,17.2
Niger,2015,15+,No Education,562,66.5
Nigeria,2015,15+,No Education,566,35.7
Norway,2015,15+,No Education,578,0.3
Occupied Palestinian Territory,2015,15+,No Education,275,2.6
Oman,2015,15+,No Education,512,12.5
Pakistan,2015,15+,No Education,586,46
Panama,2015,15+,No Education,591,4.9
Papua New Guinea,2015,15+,No Education,598,15.6
Paraguay,2015,15+,No Education,600,2.5
Peru,2015,15+,No Education,604,4.4
Philippines,2015,15+,No Education,608,1.7
Poland,2015,15+,No Education,616,0
Portugal,2015,15+,No Education,620,7.8
Puerto Rico,2015,15+,No Education,630,1.8
Qatar,2015,15+,No Education,634,3.2
Republic of Korea,2015,15+,No Education,410,2.8
Republic of Moldova,2015,15+,No Education,498,0.9
Reunion,2015,15+,No Education,638,5
Romania,2015,15+,No Education,642,1
Russian Federation,2015,15+,No Education,643,0.2
Rwanda,2015,15+,No Education,646,17
Saint Lucia,2015,15+,No Education,662,3.6
Saint Vincent and the Grenadines,2015,15+,No Education,670,0.6
Samoa,2015,15+,No Education,882,0.4
Sao Tome and Principe,2015,15+,No Education,678,7.8
Saudi Arabia,2015,15+,No Education,682,10.4
Senegal,2015,15+,No Education,686,50.1
Serbia,2015,15+,No Education,688,2.2
Seychelles,2015,15+,No Education,690,4.2
Sierra Leone,2015,15+,No Education,694,51.4
Singapore,2015,15+,No Education,702,5.2
Slovakia,2015,15+,No Education,703,0.4
Slovenia,2015,15+,No Education,705,0.3
Solomon Islands,2015,15+,No Education,90,15.1
Somalia,2015,15+,No Education,706,48.9
South Africa,2015,15+,No Education,710,5.7
South Sudan,2015,15+,No Education,728,70.8
Spain,2015,15+,No Education,724,1.5
Sri Lanka,2015,15+,No Education,144,13.1
Sudan,2015,15+,No Education,729,44.7
Suriname,2015,15+,No Education,740,0.3
Swaziland,2015,15+,No Education,748,7.4
Sweden,2015,15+,No Education,752,0
Switzerland,2015,15+,No Education,756,1.9
Syrian Arab Republic,2015,15+,No Education,760,15
Taiwan Province of China,2015,15+,No Education,158,1.5
Tajikistan,2015,15+,No Education,762,0.4
Thailand,2015,15+,No Education,764,3
The former Yugoslav Republic of Macedonia,2015,15+,No Education,807,3
Timor-Leste,2015,15+,No Education,626,32.7
Togo,2015,15+,No Education,768,30.4
Tonga,2015,15+,No Education,776,0.8
Trinidad and Tobago,2015,15+,No Education,780,1.4
Tunisia,2015,15+,No Education,788,19.8
Turkey,2015,15+,No Education,792,4.4
Turkmenistan,2015,15+,No Education,795,0.2
Uganda,2015,15+,No Education,800,13.2
Ukraine,2015,15+,No Education,804,0.2
United Arab Emirates,2015,15+,No Education,784,6.6
United Kingdom of Great Britain and Northern Ireland,2015,15+,No Education,826,0
United Republic of Tanzania,2015,15+,No Education,834,16.9
United States of America,2015,15+,No Education,840,1
United States Virgin Islands,2015,15+,No Education,850,4.9
Uruguay,2015,15+,No Education,858,0.8
Uzbekistan,2015,15+,No Education,860,0.4
Vanuatu,2015,15+,No Education,548,14.6
Venezuela (Bolivarian Republic of),2015,15+,No Education,862,4.1
Viet Nam,2015,15+,No Education,704,5
Western Sahara,2015,15+,No Education,732,51.6
World,2015,15+,No Education,900,13.9
Yemen,2015,15+,No Education,887,74.5
Zambia,2015,15+,No Education,894,13.1
Zimbabwe,2015,15+,No Education,716,6.9
Afghanistan,2015,25+,No Education,4,73.6
Albania,2015,25+,No Education,8,3.1
Algeria,2015,25+,No Education,12,20.3
Angola,2015,25+,No Education,24,52.2
Antigua and Barbuda,2015,25+,No Education,28,3.7
Argentina,2015,25+,No Education,32,1.8
Armenia,2015,25+,No Education,51,0.5
Aruba,2015,25+,No Education,533,7.4
Australia,2015,25+,No Education,36,0.8
Austria,2015,25+,No Education,40,0
Azerbaijan,2015,25+,No Education,31,0.3
Bahamas,2015,25+,No Education,44,1.8
Bahrain,2015,25+,No Education,48,4.8
Bangladesh,2015,25+,No Education,50,39.5
Barbados,2015,25+,No Education,52,5.1
Belarus,2015,25+,No Education,112,0.3
Belgium,2015,25+,No Education,56,2.6
Belize,2015,25+,No Education,84,5.3
Benin,2015,25+,No Education,204,54.6
Bhutan,2015,25+,No Education,64,51.6
Bolivia (Plurinational State of),2015,25+,No Education,68,6.8
Bosnia and Herzegovina,2015,25+,No Education,70,7.4
Botswana,2015,25+,No Education,72,12.7
Brazil,2015,25+,No Education,76,9
Brunei Darussalam,2015,25+,No Education,96,6.8
Bulgaria,2015,25+,No Education,100,1
Burkina Faso,2015,25+,No Education,854,74.7
Burundi,2015,25+,No Education,108,47.8
Cambodia,2015,25+,No Education,116,26.3
Cameroon,2015,25+,No Education,120,26.6
Canada,2015,25+,No Education,124,0.4
Cape Verde,2015,25+,No Education,132,12
Central African Republic,2015,25+,No Education,140,30.9
Chad,2015,25+,No Education,148,66.4
Channel Islands,2015,25+,No Education,830,0
Chile,2015,25+,No Education,152,2.4
China,2015,25+,No Education,156,4.7
Colombia,2015,25+,No Education,170,6.9
Comoros,2015,25+,No Education,174,36
Congo,2015,25+,No Education,178,9.3
Costa Rica,2015,25+,No Education,188,3.6
Cote d'Ivoire,2015,25+,No Education,384,50.8
Croatia,2015,25+,No Education,191,1.3
Cuba,2015,25+,No Education,192,1.6
Curaçao,2015,25+,No Education,531,0.3
Cyprus,2015,25+,No Education,196,3.1
Czech Republic,2015,25+,No Education,203,0.5
Democratic People's Republic of Korea,2015,25+,No Education,408,0.5
Democratic Republic of the Congo,2015,25+,No Education,180,19.6
Denmark,2015,25+,No Education,208,0.1
Djibouti,2015,25+,No Education,262,56.4
Dominican Republic,2015,25+,No Education,214,14.1
Ecuador,2015,25+,No Education,218,7.8
Egypt,2015,25+,No Education,818,30.5
El Salvador,2015,25+,No Education,222,17
Equatorial Guinea,2015,25+,No Education,226,7.2
Eritrea,2015,25+,No Education,232,55.6
Estonia,2015,25+,No Education,233,0.3
Ethiopia,2015,25+,No Education,231,61.5
Fiji,2015,25+,No Education,242,0.8
Finland,2015,25+,No Education,246,0
France,2015,25+,No Education,250,1.7
French Guiana,2015,25+,No Education,254,14.8
French Polynesia,2015,25+,No Education,258,2.9
Gabon,2015,25+,No Education,266,10.4
Gambia,2015,25+,No Education,270,63.9
Georgia,2015,25+,No Education,268,0.5
Germany,2015,25+,No Education,276,0
Ghana,2015,25+,No Education,288,29.8
Greece,2015,25+,No Education,300,2.2
Grenada,2015,25+,No Education,308,3.8
Guadeloupe,2015,25+,No Education,312,1.8
Guam,2015,25+,No Education,316,1.3
Guatemala,2015,25+,No Education,320,23.3
Guinea,2015,25+,No Education,324,61.1
Guinea-Bissau,2015,25+,No Education,624,50
Guyana,2015,25+,No Education,328,1.8
Haiti,2015,25+,No Education,332,41.9
Honduras,2015,25+,No Education,340,20.5
Hong Kong Special Administrative Region of China,2015,25+,No Education,344,4.9
Hungary,2015,25+,No Education,348,0.5
Iceland,2015,25+,No Education,352,0
India,2015,25+,No Education,356,36
Indonesia,2015,25+,No Education,360,7.6
Iran (Islamic Republic of),2015,25+,No Education,364,15
Iraq,2015,25+,No Education,368,17.2
Ireland,2015,25+,No Education,372,0
Israel,2015,25+,No Education,376,2.3
Italy,2015,25+,No Education,380,0.9
Jamaica,2015,25+,No Education,388,0.6
Japan,2015,25+,No Education,392,0.1
Jordan,2015,25+,No Education,400,10.5
Kazakhstan,2015,25+,No Education,398,0.3
Kenya,2015,25+,No Education,404,15.8
Kiribati,2015,25+,No Education,296,10.6
Kuwait,2015,25+,No Education,414,4.4
Kyrgyzstan,2015,25+,No Education,417,0.5
Lao People's Democratic Republic,2015,25+,No Education,418,24.2
Latvia,2015,25+,No Education,428,0.1
Lebanon,2015,25+,No Education,422,7.3
Lesotho,2015,25+,No Education,426,11.6
Liberia,2015,25+,No Education,430,52.3
Libyan Arab Jamahiriya,2015,25+,No Education,434,30.8
Lithuania,2015,25+,No Education,440,0.6
Luxembourg,2015,25+,No Education,442,0
Macao Special Administrative Region of China,2015,25+,No Education,446,3
Madagascar,2015,25+,No Education,450,21.9
Malawi,2015,25+,No Education,454,29.2
Malaysia,2015,25+,No Education,458,7.2
Maldives,2015,25+,No Education,462,12.4
Mali,2015,25+,No Education,466,75.2
Malta,2015,25+,No Education,470,1
Martinique,2015,25+,No Education,474,1.2
Mauritania,2015,25+,No Education,478,57.7
Mauritius,2015,25+,No Education,480,5.1
Mayotte,2015,25+,No Education,175,3.8
Mexico,2015,25+,No Education,484,7.2
Micronesia (Federated States of),2015,25+,No Education,583,7.7
Mongolia,2015,25+,No Education,496,1.8
Montenegro,2015,25+,No Education,499,0.2
Morocco,2015,25+,No Education,504,48.4
Mozambique,2015,25+,No Education,508,63.3
Myanmar,2015,25+,No Education,104,18.3
Namibia,2015,25+,No Education,516,15.1
Nepal,2015,25+,No Education,524,46.2
Netherlands,2015,25+,No Education,528,0
New Caledonia,2015,25+,No Education,540,5.7
New Zealand,2015,25+,No Education,554,1.6
Nicaragua,2015,25+,No Education,558,20.7
Niger,2015,25+,No Education,562,76.7
Nigeria,2015,25+,No Education,566,41
Norway,2015,25+,No Education,578,0.3
Occupied Palestinian Territory,2015,25+,No Education,275,3.8
Oman,2015,25+,No Education,512,14.9
Pakistan,2015,25+,No Education,586,52.9
Panama,2015,25+,No Education,591,5.9
Papua New Guinea,2015,25+,No Education,598,19.2
Paraguay,2015,25+,No Education,600,3.2
Peru,2015,25+,No Education,604,5.6
Philippines,2015,25+,No Education,608,2
Poland,2015,25+,No Education,616,0
Portugal,2015,25+,No Education,620,8.8
Puerto Rico,2015,25+,No Education,630,2.1
Qatar,2015,25+,No Education,634,3.4
Republic of Korea,2015,25+,No Education,410,3.3
Republic of Moldova,2015,25+,No Education,498,1
Reunion,2015,25+,No Education,638,6.1
Romania,2015,25+,No Education,642,1.1
Russian Federation,2015,25+,No Education,643,0.2
Rwanda,2015,25+,No Education,646,23.3
Saint Lucia,2015,25+,No Education,662,4.3
Saint Vincent and the Grenadines,2015,25+,No Education,670,0.7
Samoa,2015,25+,No Education,882,0.5
Sao Tome and Principe,2015,25+,No Education,678,10.9
Saudi Arabia,2015,25+,No Education,682,12.7
Senegal,2015,25+,No Education,686,57.5
Serbia,2015,25+,No Education,688,2.4
Seychelles,2015,25+,No Education,690,5
Sierra Leone,2015,25+,No Education,694,59.5
Singapore,2015,25+,No Education,702,6.2
Slovakia,2015,25+,No Education,703,0.1
Slovenia,2015,25+,No Education,705,0.3
Solomon Islands,2015,25+,No Education,90,18.8
Somalia,2015,25+,No Education,706,55.2
South Africa,2015,25+,No Education,710,7.5
South Sudan,2015,25+,No Education,728,77.1
Spain,2015,25+,No Education,724,1.6
Sri Lanka,2015,25+,No Education,144,15.5
Sudan,2015,25+,No Education,729,53
Suriname,2015,25+,No Education,740,0.4
Swaziland,2015,25+,No Education,748,10.4
Sweden,2015,25+,No Education,752,0
Switzerland,2015,25+,No Education,756,1.8
Syrian Arab Republic,2015,25+,No Education,760,19.9
Taiwan Province of China,2015,25+,No Education,158,1.7
Tajikistan,2015,25+,No Education,762,0.6
Thailand,2015,25+,No Education,764,3.3
The former Yugoslav Republic of Macedonia,2015,25+,No Education,807,3.4
Timor-Leste,2015,25+,No Education,626,44.2
Togo,2015,25+,No Education,768,38.6
Tonga,2015,25+,No Education,776,1
Trinidad and Tobago,2015,25+,No Education,780,1.5
Tunisia,2015,25+,No Education,788,24.4
Turkey,2015,25+,No Education,792,5.5
Turkmenistan,2015,25+,No Education,795,0.3
Uganda,2015,25+,No Education,800,18.1
Ukraine,2015,25+,No Education,804,0.2
United Arab Emirates,2015,25+,No Education,784,7.4
United Kingdom of Great Britain and Northern Ireland,2015,25+,No Education,826,0
United Republic of Tanzania,2015,25+,No Education,834,22
United States of America,2015,25+,No Education,840,1.1
United States Virgin Islands,2015,25+,No Education,850,5.6
Uruguay,2015,25+,No Education,858,1
Uzbekistan,2015,25+,No Education,860,0.5
Vanuatu,2015,25+,No Education,548,17.2
Venezuela (Bolivarian Republic of),2015,25+,No Education,862,4.9
Viet Nam,2015,25+,No Education,704,5.8
Western Sahara,2015,25+,No Education,732,56.8
World,2015,25+,No Education,900,15.4
Yemen,2015,25+,No Education,887,85.9
Zambia,2015,25+,No Education,894,16.6
Zimbabwe,2015,25+,No Education,716,7.4
Afghanistan,2015,20--64,No Education,4,65.8
Albania,2015,20--64,No Education,8,2
Algeria,2015,20--64,No Education,12,13.1
Angola,2015,20--64,No Education,24,47.3
Antigua and Barbuda,2015,20--64,No Education,28,2
Argentina,2015,20--64,No Education,32,1.1
Armenia,2015,20--64,No Education,51,0.2
Aruba,2015,20--64,No Education,533,5
Australia,2015,20--64,No Education,36,0.5
Austria,2015,20--64,No Education,40,0
Azerbaijan,2015,20--64,No Education,31,0.1
Bahamas,2015,20--64,No Education,44,1.4
Bahrain,2015,20--64,No Education,48,3.4
Bangladesh,2015,20--64,No Education,50,32.5
Barbados,2015,20--64,No Education,52,2.2
Belarus,2015,20--64,No Education,112,0.2
Belgium,2015,20--64,No Education,56,1.2
Belize,2015,20--64,No Education,84,3.8
Benin,2015,20--64,No Education,204,45.7
Bhutan,2015,20--64,No Education,64,43.7
Bolivia (Plurinational State of),2015,20--64,No Education,68,3.5
Bosnia and Herzegovina,2015,20--64,No Education,70,1.8
Botswana,2015,20--64,No Education,72,8.3
Brazil,2015,20--64,No Education,76,6
Brunei Darussalam,2015,20--64,No Education,96,4.6
Bulgaria,2015,20--64,No Education,100,0.9
Burkina Faso,2015,20--64,No Education,854,69.6
Burundi,2015,20--64,No Education,108,39.3
Cambodia,2015,20--64,No Education,116,21.9
Cameroon,2015,20--64,No Education,120,22.3
Canada,2015,20--64,No Education,124,0.3
Cape Verde,2015,20--64,No Education,132,6.4
Central African Republic,2015,20--64,No Education,140,22.5
Chad,2015,20--64,No Education,148,59.9
Channel Islands,2015,20--64,No Education,830,0
Chile,2015,20--64,No Education,152,1.4
China,2015,20--64,No Education,156,2
Colombia,2015,20--64,No Education,170,4.8
Comoros,2015,20--64,No Education,174,26.7
Congo,2015,20--64,No Education,178,5.4
Costa Rica,2015,20--64,No Education,188,2.3
Cote d'Ivoire,2015,20--64,No Education,384,44.5
Croatia,2015,20--64,No Education,191,0.4
Cuba,2015,20--64,No Education,192,0.7
Curaçao,2015,20--64,No Education,531,0.1
Cyprus,2015,20--64,No Education,196,0.7
Czech Republic,2015,20--64,No Education,203,0.4
Democratic People's Republic of Korea,2015,20--64,No Education,408,0
Democratic Republic of the Congo,2015,20--64,No Education,180,15.3
Denmark,2015,20--64,No Education,208,0.1
Djibouti,2015,20--64,No Education,262,50.6
Dominican Republic,2015,20--64,No Education,214,10.7
Ecuador,2015,20--64,No Education,218,5
Egypt,2015,20--64,No Education,818,23.7
El Salvador,2015,20--64,No Education,222,11.5
Equatorial Guinea,2015,20--64,No Education,226,4.5
Eritrea,2015,20--64,No Education,232,49.5
Estonia,2015,20--64,No Education,233,0.2
Ethiopia,2015,20--64,No Education,231,53.4
Fiji,2015,20--64,No Education,242,0.1
Finland,2015,20--64,No Education,246,0
France,2015,20--64,No Education,250,1.1
French Guiana,2015,20--64,No Education,254,13.9
French Polynesia,2015,20--64,No Education,258,1.7
Gabon,2015,20--64,No Education,266,5.8
Gambia,2015,20--64,No Education,270,55.7
Georgia,2015,20--64,No Education,268,0.3
Germany,2015,20--64,No Education,276,0
Ghana,2015,20--64,No Education,288,24.3
Greece,2015,20--64,No Education,300,1.1
Grenada,2015,20--64,No Education,308,1.8
Guadeloupe,2015,20--64,No Education,312,1.4
Guam,2015,20--64,No Education,316,0.2
Guatemala,2015,20--64,No Education,320,18
Guinea,2015,20--64,No Education,324,53.4
Guinea-Bissau,2015,20--64,No Education,624,41.9
Guyana,2015,20--64,No Education,328,1.5
Haiti,2015,20--64,No Education,332,34.1
Honduras,2015,20--64,No Education,340,15.8
Hong Kong Special Administrative Region of China,2015,20--64,No Education,344,1.2
Hungary,2015,20--64,No Education,348,0.4
Iceland,2015,20--64,No Education,352,0
India,2015,20--64,No Education,356,29.9
Indonesia,2015,20--64,No Education,360,4.8
Iran (Islamic Republic of),2015,20--64,No Education,364,9.9
Iraq,2015,20--64,No Education,368,12.5
Ireland,2015,20--64,No Education,372,0
Israel,2015,20--64,No Education,376,1.1
Italy,2015,20--64,No Education,380,0.4
Jamaica,2015,20--64,No Education,388,0.4
Japan,2015,20--64,No Education,392,0.1
Jordan,2015,20--64,No Education,400,8.5
Kazakhstan,2015,20--64,No Education,398,0.2
Kenya,2015,20--64,No Education,404,12.3
Kiribati,2015,20--64,No Education,296,8
Kuwait,2015,20--64,No Education,414,3.4
Kyrgyzstan,2015,20--64,No Education,417,0.2
Lao People's Democratic Republic,2015,20--64,No Education,418,19.3
Latvia,2015,20--64,No Education,428,0.1
Lebanon,2015,20--64,No Education,422,3.4
Lesotho,2015,20--64,No Education,426,8.4
Liberia,2015,20--64,No Education,430,46.1
Libyan Arab Jamahiriya,2015,20--64,No Education,434,24.7
Lithuania,2015,20--64,No Education,440,0.3
Luxembourg,2015,20--64,No Education,442,0
Macao Special Administrative Region of China,2015,20--64,No Education,446,1
Madagascar,2015,20--64,No Education,450,19.2
Malawi,2015,20--64,No Education,454,23.5
Malaysia,2015,20--64,No Education,458,4.2
