cnt,country,year,survey,sex,literacy,agegr,percentage
TD,Chad,2004,2004 DHS,female,illiterate,20-24,85.4
TD,Chad,2004,2004 DHS,female,illiterate,25-29,89.4
TD,Chad,2004,2004 DHS,female,illiterate,30-34,93.0
TD,Chad,2004,2004 DHS,female,illiterate,35-39,91.9
TD,Chad,2004,2004 DHS,female,illiterate,40-44,92.5
TD,Chad,2004,2004 DHS,female,illiterate,45-49,94.5
TD,Chad,2014,2014-15 DHS,female,illiterate,15-19,59.0
TD,Chad,2014,2014-15 DHS,female,illiterate,20-24,69.9
TD,Chad,2014,2014-15 DHS,female,illiterate,25-29,80.3
TD,Chad,2014,2014-15 DHS,female,illiterate,30-34,85.2
TD,Chad,2014,2014-15 DHS,female,illiterate,35-39,86.1
TD,Chad,2014,2014-15 DHS,female,illiterate,40-44,90.0
TD,Chad,2014,2014-15 DHS,female,illiterate,45-49,88.2
KM,Comoros,2012,2012 DHS,male,illiterate,15-19,8.2
KM,Comoros,2012,2012 DHS,male,illiterate,20-24,18.2
KM,Comoros,2012,2012 DHS,male,illiterate,25-29,19.0
KM,Comoros,2012,2012 DHS,male,illiterate,30-34,25.7
KM,Comoros,2012,2012 DHS,male,illiterate,35-39,30.8
KM,Comoros,2012,2012 DHS,male,illiterate,40-44,31.8
KM,Comoros,2012,2012 DHS,male,illiterate,45-49,30.0
KM,Comoros,2012,2012 DHS,female,illiterate,15-19,16.0
KM,Comoros,2012,2012 DHS,female,illiterate,20-24,28.5
KM,Comoros,2012,2012 DHS,female,illiterate,25-29,33.5
KM,Comoros,2012,2012 DHS,female,illiterate,30-34,44.3
KM,Comoros,2012,2012 DHS,female,illiterate,35-39,51.8
KM,Comoros,2012,2012 DHS,female,illiterate,40-44,57.1
KM,Comoros,2012,2012 DHS,female,illiterate,45-49,66.7
CG,Congo,2005,2005 DHS,male,illiterate,15-19,14.0
CG,Congo,2005,2005 DHS,male,illiterate,20-24,11.7
CG,Congo,2005,2005 DHS,male,illiterate,25-29,6.3
CG,Congo,2005,2005 DHS,male,illiterate,30-34,7.9
CG,Congo,2005,2005 DHS,male,illiterate,35-39,5.2
CG,Congo,2005,2005 DHS,male,illiterate,40-44,4.4
CG,Congo,2005,2005 DHS,male,illiterate,45-49,7.8
CG,Congo,2011,2011-12 DHS,male,illiterate,15-19,7.0
CG,Congo,2011,2011-12 DHS,male,illiterate,20-24,8.0
CG,Congo,2011,2011-12 DHS,male,illiterate,25-29,9.4
CG,Congo,2011,2011-12 DHS,male,illiterate,30-34,9.9
CG,Congo,2011,2011-12 DHS,male,illiterate,35-39,6.9
CG,Congo,2011,2011-12 DHS,male,illiterate,40-44,5.1
CG,Congo,2011,2011-12 DHS,male,illiterate,45-49,5.0
CG,Congo,2005,2005 DHS,female,illiterate,15-19,20.9
CG,Congo,2005,2005 DHS,female,illiterate,20-24,22.7
CG,Congo,2005,2005 DHS,female,illiterate,25-29,18.6
CG,Congo,2005,2005 DHS,female,illiterate,30-34,16.2
CG,Congo,2005,2005 DHS,female,illiterate,35-39,17.2
CG,Congo,2005,2005 DHS,female,illiterate,40-44,24.2
CG,Congo,2005,2005 DHS,female,illiterate,45-49,36.8
CG,Congo,2011,2011-12 DHS,female,illiterate,15-19,14.0
CG,Congo,2011,2011-12 DHS,female,illiterate,20-24,16.1
CG,Congo,2011,2011-12 DHS,female,illiterate,25-29,16.7
CG,Congo,2011,2011-12 DHS,female,illiterate,30-34,18.3
CG,Congo,2011,2011-12 DHS,female,illiterate,35-39,16.7
CG,Congo,2011,2011-12 DHS,female,illiterate,40-44,19.0
CG,Congo,2011,2011-12 DHS,female,illiterate,45-49,26.2
CD,Congo Democratic Republic,2007,2007 DHS,male,illiterate,15-19,19.1
CD,Congo Democratic Republic,2007,2007 DHS,male,illiterate,20-24,13.8
CD,Congo Democratic Republic,2007,2007 DHS,male,illiterate,25-29,11.5
CD,Congo Democratic Republic,2007,2007 DHS,male,illiterate,30-34,10.6
CD,Congo Democratic Republic,2007,2007 DHS,male,illiterate,35-39,13.4
CD,Congo Democratic Republic,2007,2007 DHS,male,illiterate,40-44,13.4
CD,Congo Democratic Republic,2007,2007 DHS,male,illiterate,45-49,12.6
CD,Congo Democratic Republic,2013,2013-14 DHS,male,illiterate,15-19,9.3
CD,Congo Democratic Republic,2013,2013-14 DHS,male,illiterate,20-24,7.1
CD,Congo Democratic Republic,2013,2013-14 DHS,male,illiterate,25-29,14.0
CD,Congo Democratic Republic,2013,2013-14 DHS,male,illiterate,30-34,15.8
CD,Congo Democratic Republic,2013,2013-14 DHS,male,illiterate,35-39,12.7
CD,Congo Democratic Republic,2013,2013-14 DHS,male,illiterate,40-44,10.8
CD,Congo Democratic Republic,2013,2013-14 DHS,male,illiterate,45-49,12.6
CD,Congo Democratic Republic,2007,2007 DHS,female,illiterate,15-19,34.2
CD,Congo Democratic Republic,2007,2007 DHS,female,illiterate,20-24,40.1
CD,Congo Democratic Republic,2007,2007 DHS,female,illiterate,25-29,38.6
CD,Congo Democratic Republic,2007,2007 DHS,female,illiterate,30-34,40.1
CD,Congo Democratic Republic,2007,2007 DHS,female,illiterate,35-39,39.9
CD,Congo Democratic Republic,2007,2007 DHS,female,illiterate,40-44,49.3
CD,Congo Democratic Republic,2007,2007 DHS,female,illiterate,45-49,54.8
CD,Congo Democratic Republic,2013,2013-14 DHS,female,illiterate,15-19,21.8
CD,Congo Democratic Republic,2013,2013-14 DHS,female,illiterate,20-24,30.6
CD,Congo Democratic Republic,2013,2013-14 DHS,female,illiterate,25-29,41.8
CD,Congo Democratic Republic,2013,2013-14 DHS,female,illiterate,30-34,41.7
CD,Congo Democratic Republic,2013,2013-14 DHS,female,illiterate,35-39,38.8
CD,Congo Democratic Republic,2013,2013-14 DHS,female,illiterate,40-44,41.7
CD,Congo Democratic Republic,2013,2013-14 DHS,female,illiterate,45-49,52.0
CI,Cote d'Ivoire,2012,2011-12 DHS,male,illiterate,15-19,31.6
CI,Cote d'Ivoire,2012,2011-12 DHS,male,illiterate,20-24,34.4
CI,Cote d'Ivoire,2012,2011-12 DHS,male,illiterate,25-29,41.7
CI,Cote d'Ivoire,2012,2011-12 DHS,male,illiterate,30-34,41.6
CI,Cote d'Ivoire,2012,2011-12 DHS,male,illiterate,35-39,38.1
CI,Cote d'Ivoire,2012,2011-12 DHS,male,illiterate,40-44,45.9
CI,Cote d'Ivoire,2012,2011-12 DHS,male,illiterate,45-49,47.0
CI,Cote d'Ivoire,2012,2011-12 DHS,female,illiterate,15-19,52.5
CI,Cote d'Ivoire,2012,2011-12 DHS,female,illiterate,20-24,59.2
CI,Cote d'Ivoire,2012,2011-12 DHS,female,illiterate,25-29,61.9
CI,Cote d'Ivoire,2012,2011-12 DHS,female,illiterate,30-34,67.2
CI,Cote d'Ivoire,2012,2011-12 DHS,female,illiterate,35-39,66.2
CI,Cote d'Ivoire,2012,2011-12 DHS,female,illiterate,40-44,65.3
CI,Cote d'Ivoire,2012,2011-12 DHS,female,illiterate,45-49,75.3
DR,Dominican Republic,2002,2002 DHS,male,illiterate,15-19,6.3
DR,Dominican Republic,2002,2002 DHS,male,illiterate,20-24,9.8
DR,Dominican Republic,2002,2002 DHS,male,illiterate,25-29,11.5
DR,Dominican Republic,2002,2002 DHS,male,illiterate,30-34,13.2
DR,Dominican Republic,2002,2002 DHS,male,illiterate,35-39,13.4
DR,Dominican Republic,2002,2002 DHS,male,illiterate,40-44,12.0
DR,Dominican Republic,2002,2002 DHS,male,illiterate,45-49,24.9
DR,Dominican Republic,2007,2007 DHS,male,illiterate,15-19,4.4
DR,Dominican Republic,2007,2007 DHS,male,illiterate,20-24,6.1
DR,Dominican Republic,2007,2007 DHS,male,illiterate,25-29,7.8
DR,Dominican Republic,2007,2007 DHS,male,illiterate,30-34,8.3
DR,Dominican Republic,2007,2007 DHS,male,illiterate,35-39,11.0
DR,Dominican Republic,2007,2007 DHS,male,illiterate,40-44,13.4
DR,Dominican Republic,2007,2007 DHS,male,illiterate,45-49,15.3
DR,Dominican Republic,2013,2013 DHS,male,illiterate,15-19,3.6
DR,Dominican Republic,2013,2013 DHS,male,illiterate,20-24,6.2
DR,Dominican Republic,2013,2013 DHS,male,illiterate,25-29,8.3
DR,Dominican Republic,2013,2013 DHS,male,illiterate,30-34,10.0
DR,Dominican Republic,2013,2013 DHS,male,illiterate,35-39,9.5
DR,Dominican Republic,2013,2013 DHS,male,illiterate,40-44,11.5
DR,Dominican Republic,2013,2013 DHS,male,illiterate,45-49,13.9
DR,Dominican Republic,2002,2002 DHS,female,illiterate,15-19,4.3
DR,Dominican Republic,2002,2002 DHS,female,illiterate,20-24,6.1
DR,Dominican Republic,2002,2002 DHS,female,illiterate,25-29,8.1
DR,Dominican Republic,2002,2002 DHS,female,illiterate,30-34,8.3
DR,Dominican Republic,2002,2002 DHS,female,illiterate,35-39,12.3
DR,Dominican Republic,2002,2002 DHS,female,illiterate,40-44,15.2
DR,Dominican Republic,2002,2002 DHS,female,illiterate,45-49,20.3
DR,Dominican Republic,2007,2007 DHS,female,illiterate,15-19,1.9
DR,Dominican Republic,2007,2007 DHS,female,illiterate,20-24,3.8
DR,Dominican Republic,2007,2007 DHS,female,illiterate,25-29,5.1
DR,Dominican Republic,2007,2007 DHS,female,illiterate,30-34,7.7
DR,Dominican Republic,2007,2007 DHS,female,illiterate,35-39,9.3
DR,Dominican Republic,2007,2007 DHS,female,illiterate,40-44,11.8
DR,Dominican Republic,2007,2007 DHS,female,illiterate,45-49,14.6
DR,Dominican Republic,2013,2013 DHS,female,illiterate,15-19,2.1
DR,Dominican Republic,2013,2013 DHS,female,illiterate,20-24,3.9
DR,Dominican Republic,2013,2013 DHS,female,illiterate,25-29,5.0
DR,Dominican Republic,2013,2013 DHS,female,illiterate,30-34,4.6
DR,Dominican Republic,2013,2013 DHS,female,illiterate,35-39,8.0
DR,Dominican Republic,2013,2013 DHS,female,illiterate,40-44,9.6
DR,Dominican Republic,2013,2013 DHS,female,illiterate,45-49,14.6
EG,Egypt,2000,2000 DHS,male,illiterate,15-19,NA
EG,Egypt,2000,2000 DHS,male,illiterate,20-24,NA
EG,Egypt,2000,2000 DHS,male,illiterate,25-29,NA
EG,Egypt,2000,2000 DHS,male,illiterate,30-34,NA
EG,Egypt,2000,2000 DHS,male,illiterate,35-39,NA
EG,Egypt,2000,2000 DHS,male,illiterate,40-44,NA
EG,Egypt,2000,2000 DHS,male,illiterate,45-49,NA
EG,Egypt,2003,2003 DHS,male,illiterate,15-19,NA
EG,Egypt,2003,2003 DHS,male,illiterate,20-24,NA
EG,Egypt,2003,2003 DHS,male,illiterate,25-29,NA
EG,Egypt,2003,2003 DHS,male,illiterate,30-34,NA
EG,Egypt,2003,2003 DHS,male,illiterate,35-39,NA
EG,Egypt,2003,2003 DHS,male,illiterate,40-44,NA
EG,Egypt,2003,2003 DHS,male,illiterate,45-49,NA
EG,Egypt,2005,2005 DHS,male,illiterate,15-19,NA
EG,Egypt,2005,2005 DHS,male,illiterate,20-24,NA
EG,Egypt,2005,2005 DHS,male,illiterate,25-29,NA
EG,Egypt,2005,2005 DHS,male,illiterate,30-34,NA
EG,Egypt,2005,2005 DHS,male,illiterate,35-39,NA
EG,Egypt,2005,2005 DHS,male,illiterate,40-44,NA
EG,Egypt,2005,2005 DHS,male,illiterate,45-49,NA
EG,Egypt,2008,2008 DHS,male,illiterate,15-19,NA
EG,Egypt,2008,2008 DHS,male,illiterate,20-24,NA
EG,Egypt,2008,2008 DHS,male,illiterate,25-29,NA
EG,Egypt,2008,2008 DHS,male,illiterate,30-34,NA
EG,Egypt,2008,2008 DHS,male,illiterate,35-39,NA
EG,Egypt,2008,2008 DHS,male,illiterate,40-44,NA
EG,Egypt,2008,2008 DHS,male,illiterate,45-49,NA
EG,Egypt,2014,2014 DHS,male,illiterate,15-19,NA
EG,Egypt,2014,2014 DHS,male,illiterate,20-24,NA
EG,Egypt,2014,2014 DHS,male,illiterate,25-29,NA
EG,Egypt,2014,2014 DHS,male,illiterate,30-34,NA
EG,Egypt,2014,2014 DHS,male,illiterate,35-39,NA
EG,Egypt,2014,2014 DHS,male,illiterate,40-44,NA
EG,Egypt,2014,2014 DHS,male,illiterate,45-49,NA
EG,Egypt,2000,2000 DHS,female,illiterate,15-19,45.1
EG,Egypt,2000,2000 DHS,female,illiterate,20-24,36.7
EG,Egypt,2000,2000 DHS,female,illiterate,25-29,39.9
EG,Egypt,2000,2000 DHS,female,illiterate,30-34,44.8
EG,Egypt,2000,2000 DHS,female,illiterate,35-39,56.3
EG,Egypt,2000,2000 DHS,female,illiterate,40-44,58.8
EG,Egypt,2000,2000 DHS,female,illiterate,45-49,65.9
EG,Egypt,2003,2003 DHS,female,illiterate,15-19,39.7
EG,Egypt,2003,2003 DHS,female,illiterate,20-24,30.0
EG,Egypt,2003,2003 DHS,female,illiterate,25-29,30.9
EG,Egypt,2003,2003 DHS,female,illiterate,30-34,37.0
EG,Egypt,2003,2003 DHS,female,illiterate,35-39,52.0
EG,Egypt,2003,2003 DHS,female,illiterate,40-44,53.3
EG,Egypt,2003,2003 DHS,female,illiterate,45-49,65.2
EG,Egypt,2005,2005 DHS,female,illiterate,15-19,36.3
EG,Egypt,2005,2005 DHS,female,illiterate,20-24,30.3
EG,Egypt,2005,2005 DHS,female,illiterate,25-29,28.9
EG,Egypt,2005,2005 DHS,female,illiterate,30-34,34.5
EG,Egypt,2005,2005 DHS,female,illiterate,35-39,46.3
EG,Egypt,2005,2005 DHS,female,illiterate,40-44,52.2
EG,Egypt,2005,2005 DHS,female,illiterate,45-49,58.1
EG,Egypt,2008,2008 DHS,female,illiterate,15-19,26.6
EG,Egypt,2008,2008 DHS,female,illiterate,20-24,22.6
EG,Egypt,2008,2008 DHS,female,illiterate,25-29,24.5
EG,Egypt,2008,2008 DHS,female,illiterate,30-34,29.6
EG,Egypt,2008,2008 DHS,female,illiterate,35-39,39.0
EG,Egypt,2008,2008 DHS,female,illiterate,40-44,48.4
EG,Egypt,2008,2008 DHS,female,illiterate,45-49,56.3
EG,Egypt,2014,2014 DHS,female,illiterate,15-19,14.9
EG,Egypt,2014,2014 DHS,female,illiterate,20-24,13.1
EG,Egypt,2014,2014 DHS,female,illiterate,25-29,17.4
EG,Egypt,2014,2014 DHS,female,illiterate,30-34,24.3
EG,Egypt,2014,2014 DHS,female,illiterate,35-39,29.8
EG,Egypt,2014,2014 DHS,female,illiterate,40-44,38.7
EG,Egypt,2014,2014 DHS,female,illiterate,45-49,48.9
SZ,Eswatini,2006,2006-07 DHS,male,illiterate,15-19,8.9
SZ,Eswatini,2006,2006-07 DHS,male,illiterate,20-24,8.0
SZ,Eswatini,2006,2006-07 DHS,male,illiterate,25-29,7.0
SZ,Eswatini,2006,2006-07 DHS,male,illiterate,30-34,9.3
SZ,Eswatini,2006,2006-07 DHS,male,illiterate,35-39,10.0
SZ,Eswatini,2006,2006-07 DHS,male,illiterate,40-44,17.0
SZ,Eswatini,2006,2006-07 DHS,male,illiterate,45-49,19.1
SZ,Eswatini,2006,2006-07 DHS,female,illiterate,15-19,3.4
SZ,Eswatini,2006,2006-07 DHS,female,illiterate,20-24,6.4
SZ,Eswatini,2006,2006-07 DHS,female,illiterate,25-29,7.5
SZ,Eswatini,2006,2006-07 DHS,female,illiterate,30-34,6.7
SZ,Eswatini,2006,2006-07 DHS,female,illiterate,35-39,9.8
SZ,Eswatini,2006,2006-07 DHS,female,illiterate,40-44,15.5
SZ,Eswatini,2006,2006-07 DHS,female,illiterate,45-49,18.3
ET,Ethiopia,2000,2000 DHS,male,illiterate,15-19,49.4
ET,Ethiopia,2000,2000 DHS,male,illiterate,20-24,41.3
ET,Ethiopia,2000,2000 DHS,male,illiterate,25-29,35.1
ET,Ethiopia,2000,2000 DHS,male,illiterate,30-34,40.3
ET,Ethiopia,2000,2000 DHS,male,illiterate,35-39,34.7
ET,Ethiopia,2000,2000 DHS,male,illiterate,40-44,53.4
ET,Ethiopia,2000,2000 DHS,male,illiterate,45-49,63.3
ET,Ethiopia,2005,2005 DHS,male,illiterate,15-19,25.4
ET,Ethiopia,2005,2005 DHS,male,illiterate,20-24,35.3
ET,Ethiopia,2005,2005 DHS,male,illiterate,25-29,41.6
ET,Ethiopia,2005,2005 DHS,male,illiterate,30-34,38.5
ET,Ethiopia,2005,2005 DHS,male,illiterate,35-39,36.7
ET,Ethiopia,2005,2005 DHS,male,illiterate,40-44,47.1
ET,Ethiopia,2005,2005 DHS,male,illiterate,45-49,52.3
ET,Ethiopia,2011,2011 DHS,male,illiterate,15-19,21.6
ET,Ethiopia,2011,2011 DHS,male,illiterate,20-24,23.1
ET,Ethiopia,2011,2011 DHS,male,illiterate,25-29,35.2
ET,Ethiopia,2011,2011 DHS,male,illiterate,30-34,39.3
ET,Ethiopia,2011,2011 DHS,male,illiterate,35-39,39.3
ET,Ethiopia,2011,2011 DHS,male,illiterate,40-44,37.1
ET,Ethiopia,2011,2011 DHS,male,illiterate,45-49,40.6
ET,Ethiopia,2016,2016 DHS,male,illiterate,15-19,19.5
ET,Ethiopia,2016,2016 DHS,male,illiterate,20-24,22.6
ET,Ethiopia,2016,2016 DHS,male,illiterate,25-29,28.7
ET,Ethiopia,2016,2016 DHS,male,illiterate,30-34,38.5
ET,Ethiopia,2016,2016 DHS,male,illiterate,35-39,42.6
ET,Ethiopia,2016,2016 DHS,male,illiterate,40-44,37.6
ET,Ethiopia,2016,2016 DHS,male,illiterate,45-49,42.2
ET,Ethiopia,2000,2000 DHS,female,illiterate,15-19,66.4
ET,Ethiopia,2000,2000 DHS,female,illiterate,20-24,73.3
ET,Ethiopia,2000,2000 DHS,female,illiterate,25-29,68.0
ET,Ethiopia,2000,2000 DHS,female,illiterate,30-34,75.7
ET,Ethiopia,2000,2000 DHS,female,illiterate,35-39,82.5
ET,Ethiopia,2000,2000 DHS,female,illiterate,40-44,89.2
ET,Ethiopia,2000,2000 DHS,female,illiterate,45-49,94.3
ET,Ethiopia,2005,2005 DHS,female,illiterate,15-19,47.5
ET,Ethiopia,2005,2005 DHS,female,illiterate,20-24,66.1
ET,Ethiopia,2005,2005 DHS,female,illiterate,25-29,73.2
ET,Ethiopia,2005,2005 DHS,female,illiterate,30-34,74.2
ET,Ethiopia,2005,2005 DHS,female,illiterate,35-39,78.8
ET,Ethiopia,2005,2005 DHS,female,illiterate,40-44,84.0
ET,Ethiopia,2005,2005 DHS,female,illiterate,45-49,90.9
ET,Ethiopia,2011,2011 DHS,female,illiterate,15-19,31.3
ET,Ethiopia,2011,2011 DHS,female,illiterate,20-24,50.1
ET,Ethiopia,2011,2011 DHS,female,illiterate,25-29,70.2
ET,Ethiopia,2011,2011 DHS,female,illiterate,30-34,72.1
ET,Ethiopia,2011,2011 DHS,female,illiterate,35-39,71.9
ET,Ethiopia,2011,2011 DHS,female,illiterate,40-44,78.0
ET,Ethiopia,2011,2011 DHS,female,illiterate,45-49,86.3
ET,Ethiopia,2016,2016 DHS,female,illiterate,15-19,28.3
ET,Ethiopia,2016,2016 DHS,female,illiterate,20-24,42.5
ET,Ethiopia,2016,2016 DHS,female,illiterate,25-29,60.7
ET,Ethiopia,2016,2016 DHS,female,illiterate,30-34,76.5
ET,Ethiopia,2016,2016 DHS,female,illiterate,35-39,76.3
ET,Ethiopia,2016,2016 DHS,female,illiterate,40-44,74.8
ET,Ethiopia,2016,2016 DHS,female,illiterate,45-49,78.5
GA,Gabon,2012,2012 DHS,male,illiterate,15-19,6.0
GA,Gabon,2012,2012 DHS,male,illiterate,20-24,6.1
GA,Gabon,2012,2012 DHS,male,illiterate,25-29,9.7
GA,Gabon,2012,2012 DHS,male,illiterate,30-34,8.1
GA,Gabon,2012,2012 DHS,male,illiterate,35-39,7.6
GA,Gabon,2012,2012 DHS,male,illiterate,40-44,7.4
GA,Gabon,2012,2012 DHS,male,illiterate,45-49,11.2
GA,Gabon,2012,2012 DHS,female,illiterate,15-19,5.2
GA,Gabon,2012,2012 DHS,female,illiterate,20-24,6.6
GA,Gabon,2012,2012 DHS,female,illiterate,25-29,11.9
GA,Gabon,2012,2012 DHS,female,illiterate,30-34,11.9
GA,Gabon,2012,2012 DHS,female,illiterate,35-39,12.9
GA,Gabon,2012,2012 DHS,female,illiterate,40-44,11.2
GA,Gabon,2012,2012 DHS,female,illiterate,45-49,14.7
GM,Gambia,2013,2013 DHS,male,illiterate,15-19,22.7
GM,Gambia,2013,2013 DHS,male,illiterate,20-24,22.2
GM,Gambia,2013,2013 DHS,male,illiterate,25-29,27.5
GM,Gambia,2013,2013 DHS,male,illiterate,30-34,35.3
GM,Gambia,2013,2013 DHS,male,illiterate,35-39,34.7
GM,Gambia,2013,2013 DHS,male,illiterate,40-44,36.3
GM,Gambia,2013,2013 DHS,male,illiterate,45-49,55.8
GM,Gambia,2013,2013 DHS,female,illiterate,15-19,34.7
GM,Gambia,2013,2013 DHS,female,illiterate,20-24,39.2
GM,Gambia,2013,2013 DHS,female,illiterate,25-29,57.0
GM,Gambia,2013,2013 DHS,female,illiterate,30-34,65.8
GM,Gambia,2013,2013 DHS,female,illiterate,35-39,77.0
GM,Gambia,2013,2013 DHS,female,illiterate,40-44,80.5
GM,Gambia,2013,2013 DHS,female,illiterate,45-49,82.4
GH,Ghana,2003,2003 DHS,male,illiterate,15-19,20.6
GH,Ghana,2003,2003 DHS,male,illiterate,20-24,20.6
GH,Ghana,2003,2003 DHS,male,illiterate,25-29,25.7
GH,Ghana,2003,2003 DHS,male,illiterate,30-34,27.9
GH,Ghana,2003,2003 DHS,male,illiterate,35-39,34.8
GH,Ghana,2003,2003 DHS,male,illiterate,40-44,28.8
GH,Ghana,2003,2003 DHS,male,illiterate,45-49,35.3
GH,Ghana,2008,2008 DHS,male,illiterate,15-19,15.9
GH,Ghana,2008,2008 DHS,male,illiterate,20-24,15.4
GH,Ghana,2008,2008 DHS,male,illiterate,25-29,22.3
GH,Ghana,2008,2008 DHS,male,illiterate,30-34,24.7
GH,Ghana,2008,2008 DHS,male,illiterate,35-39,30.4
GH,Ghana,2008,2008 DHS,male,illiterate,40-44,29.6
GH,Ghana,2008,2008 DHS,male,illiterate,45-49,29.5
GH,Ghana,2014,2014 DHS,male,illiterate,15-19,10.3
GH,Ghana,2014,2014 DHS,male,illiterate,20-24,11.3
GH,Ghana,2014,2014 DHS,male,illiterate,25-29,19.9
GH,Ghana,2014,2014 DHS,male,illiterate,30-34,21.4
GH,Ghana,2014,2014 DHS,male,illiterate,35-39,21.9
GH,Ghana,2014,2014 DHS,male,illiterate,40-44,23.5
GH,Ghana,2014,2014 DHS,male,illiterate,45-49,23.7
GH,Ghana,2016,2016 MIS,male,illiterate,15-19,NA
GH,Ghana,2016,2016 MIS,male,illiterate,20-24,NA
GH,Ghana,2016,2016 MIS,male,illiterate,25-29,NA
GH,Ghana,2016,2016 MIS,male,illiterate,30-34,NA
GH,Ghana,2016,2016 MIS,male,illiterate,35-39,NA
GH,Ghana,2016,2016 MIS,male,illiterate,40-44,NA
GH,Ghana,2016,2016 MIS,male,illiterate,45-49,NA
GH,Ghana,2003,2003 DHS,female,illiterate,15-19,27.6
GH,Ghana,2003,2003 DHS,female,illiterate,20-24,37.4
GH,Ghana,2003,2003 DHS,female,illiterate,25-29,49.9
GH,Ghana,2003,2003 DHS,female,illiterate,30-34,52.1
GH,Ghana,2003,2003 DHS,female,illiterate,35-39,57.2
GH,Ghana,2003,2003 DHS,female,illiterate,40-44,51.0
GH,Ghana,2003,2003 DHS,female,illiterate,45-49,55.4
GH,Ghana,2008,2008 DHS,female,illiterate,15-19,18.1
GH,Ghana,2008,2008 DHS,female,illiterate,20-24,28.6
GH,Ghana,2008,2008 DHS,female,illiterate,25-29,36.1
GH,Ghana,2008,2008 DHS,female,illiterate,30-34,46.7
GH,Ghana,2008,2008 DHS,female,illiterate,35-39,49.3
GH,Ghana,2008,2008 DHS,female,illiterate,40-44,50.3
GH,Ghana,2008,2008 DHS,female,illiterate,45-49,52.1
GH,Ghana,2014,2014 DHS,female,illiterate,15-19,14.9
GH,Ghana,2014,2014 DHS,female,illiterate,20-24,23.1
GH,Ghana,2014,2014 DHS,female,illiterate,25-29,29.0
GH,Ghana,2014,2014 DHS,female,illiterate,30-34,37.4
GH,Ghana,2014,2014 DHS,female,illiterate,35-39,40.3
GH,Ghana,2014,2014 DHS,female,illiterate,40-44,50.3
GH,Ghana,2014,2014 DHS,female,illiterate,45-49,52.4
GH,Ghana,2016,2016 MIS,female,illiterate,15-19,19.0
GH,Ghana,2016,2016 MIS,female,illiterate,20-24,34.8
GH,Ghana,2016,2016 MIS,female,illiterate,25-29,42.0
GH,Ghana,2016,2016 MIS,female,illiterate,30-34,47.2
GH,Ghana,2016,2016 MIS,female,illiterate,35-39,60.2
GH,Ghana,2016,2016 MIS,female,illiterate,40-44,65.5
GH,Ghana,2016,2016 MIS,female,illiterate,45-49,65.2
GU,Guatemala,2015,2014-15 DHS,male,illiterate,15-19,2.8
GU,Guatemala,2015,2014-15 DHS,male,illiterate,20-24,4.0
GU,Guatemala,2015,2014-15 DHS,male,illiterate,25-29,7.1
GU,Guatemala,2015,2014-15 DHS,male,illiterate,30-34,8.6
GU,Guatemala,2015,2014-15 DHS,male,illiterate,35-39,10.6
GU,Guatemala,2015,2014-15 DHS,male,illiterate,40-44,14.6
GU,Guatemala,2015,2014-15 DHS,male,illiterate,45-49,15.4
GU,Guatemala,2015,2014-15 DHS,female,illiterate,15-19,4.7
GU,Guatemala,2015,2014-15 DHS,female,illiterate,20-24,8.3
GU,Guatemala,2015,2014-15 DHS,female,illiterate,25-29,13.6
GU,Guatemala,2015,2014-15 DHS,female,illiterate,30-34,19.3
GU,Guatemala,2015,2014-15 DHS,female,illiterate,35-39,24.6
GU,Guatemala,2015,2014-15 DHS,female,illiterate,40-44,25.9
GU,Guatemala,2015,2014-15 DHS,female,illiterate,45-49,35.4
GN,Guinea,2005,2005 DHS,male,illiterate,15-19,33.4
GN,Guinea,2005,2005 DHS,male,illiterate,20-24,37.2
GN,Guinea,2005,2005 DHS,male,illiterate,25-29,58.3
GN,Guinea,2005,2005 DHS,male,illiterate,30-34,64.1
GN,Guinea,2005,2005 DHS,male,illiterate,35-39,66.0
GN,Guinea,2005,2005 DHS,male,illiterate,40-44,64.1
GN,Guinea,2005,2005 DHS,male,illiterate,45-49,70.0
GN,Guinea,2012,2012 DHS,male,illiterate,15-19,30.8
GN,Guinea,2012,2012 DHS,male,illiterate,20-24,24.6
GN,Guinea,2012,2012 DHS,male,illiterate,25-29,44.0
GN,Guinea,2012,2012 DHS,male,illiterate,30-34,58.0
GN,Guinea,2012,2012 DHS,male,illiterate,35-39,59.2
GN,Guinea,2012,2012 DHS,male,illiterate,40-44,65.1
GN,Guinea,2012,2012 DHS,male,illiterate,45-49,63.9
GN,Guinea,2018,2018 DHS,male,illiterate,15-19,35.7
GN,Guinea,2018,2018 DHS,male,illiterate,20-24,32.6
GN,Guinea,2018,2018 DHS,male,illiterate,25-29,43.0
GN,Guinea,2018,2018 DHS,male,illiterate,30-34,51.6
GN,Guinea,2018,2018 DHS,male,illiterate,35-39,57.5
GN,Guinea,2018,2018 DHS,male,illiterate,40-44,67.3
GN,Guinea,2018,2018 DHS,male,illiterate,45-49,67.2
GN,Guinea,2005,2005 DHS,female,illiterate,15-19,63.4
GN,Guinea,2005,2005 DHS,female,illiterate,20-24,80.5
GN,Guinea,2005,2005 DHS,female,illiterate,25-29,90.4
